,Year,Shares,Fuel,Weight (kg),Engine effect (kW),Prices (2015-DKK),key,Cost/km (DKK),Make,Fuel-size segment,kmL,Benzin,Diesel,El
1265,2014,8.74e-05,Benzin,1565,90.0,251002.008,mini-cooper-2014-Benzin,0.587837838,mini,BenzinSmall,17.5,1,0,0
1266,2014,8.66e-05,Diesel,1650,66.0,225626.506,audi-a1-2014-Diesel,0.446768061,audi,DieselSmall,26.3,0,1,0
1267,2014,8.51e-05,Diesel,1915,91.0,227900.6024,toyota-auris-2014-Diesel,0.517621145,toyota,DieselSmall,23.3,0,1,0
1268,2014,8.47e-05,Benzin,2155,125.0,527759.0361,audi-a5-2014-Benzin,0.810559006,audi,BenzinLarge,17.2,1,0,0
1269,2014,8.16e-05,Benzin,2300,103.0,301103.4137,opel-insignia-2014-Benzin,1.0875,opel,BenzinLarge,11.8,1,0,0
1270,2014,8.13e-05,Diesel,2460,230.0,1119983.936,audi-a7-2014-Diesel,0.738993711,audi,DieselLarge,15.8,0,1,0
1271,2014,7.86e-05,Diesel,2185,103.0,425601.4056,audi-q3-2014-Diesel,0.716463415,audi,DieselLarge,16.9,0,1,0
1272,2014,7.71e-05,Benzin,1848,104.0,205818.2731,chevrolet-cruze-2014-Benzin,0.836538462,chevrolet,BenzinLarge,14.9,1,0,0
1273,2014,7.17e-05,Diesel,1930,110.0,230915.6627,mazda-3-2014-Diesel,0.564903846,mazda,DieselSmall,24.4,0,1,0
1274,2014,6.98e-05,Diesel,1883,96.0,271986.9478,opel-mokka-2014-Diesel,0.529279279,opel,DieselSmall,22.2,0,1,0
1275,2014,6.91e-05,Diesel,1765,81.0,192761.0442,nissan-juke-2014-Diesel,0.47,nissan,DieselSmall,25.0,0,1,0
1276,2014,6.83e-05,Diesel,2230,120.0,548109.4378,ford-kuga-2014-Diesel,0.716463415,ford,DieselLarge,16.4,0,1,0
1277,2014,6.56e-05,Diesel,2190,91.0,391432.7309,toyota-rav4-2014-Diesel,0.611979167,toyota,DieselLarge,20.4,0,1,0
1278,2014,6.52e-05,Diesel,3125,180.0,1092536.145,audi-q7-2014-Diesel,0.87037037,audi,DieselLarge,13.5,0,1,0
1279,2014,5.84e-05,Benzin,1752,77.0,140553.2129,dacia-duster-2014-Benzin,0.820754717,dacia,BenzinSmall,15.9,1,0,0
1280,2014,5.8e-05,Diesel,1674,66.0,115456.8273,skoda-fabia-2014-Diesel,0.399659864,skoda,DieselSmall,29.4,0,1,0
1281,2014,5.19e-05,Benzin,1500,55.0,117459.8394,dacia-sandero-2014-Benzin,0.75872093,dacia,BenzinSmall,17.2,1,0,0
1282,2014,5.11e-05,Diesel,2240,85.0,261041.1647,kia-carens-2014-Diesel,0.575980392,kia,DieselLarge,21.3,0,1,0
1283,2014,4.65e-05,Diesel,1525,66.0,114511.0442,toyota-yaris-2014-Diesel,0.458984375,toyota,DieselSmall,26.3,0,1,0
1284,2014,3.93e-05,Benzin,2060,221.0,703661.6466,audi-s3-2014-Benzin,0.925531915,audi,BenzinLarge,14.5,1,0,0
1285,2014,3.89e-05,Benzin,1857,60.5,140551.2048,dacia-lodgy-2014-Benzin,0.912587413,dacia,BenzinLarge,14.3,1,0,0
1286,2014,3.85e-05,Benzin,2215,245.0,1062325.301,audi-s5-2014-Benzin,1.482954545,audi,BenzinLarge,12.3,1,0,0
1287,2014,3.59e-05,Diesel,2720,283.0,1594364.458,audi-a8-2014-Diesel,0.883458647,audi,DieselLarge,16.7,0,1,0
1288,2014,3.59e-05,Benzin,2450,200.0,610756.0241,audi-q5-2014-Benzin,1.105932203,audi,BenzinLarge,11.8,1,0,0
1289,2014,3.51e-05,Diesel,2140,100.0,291162.6506,kia-sportage-2014-Diesel,0.845323741,kia,DieselLarge,19.2,0,1,0
1290,2014,3.43e-05,Diesel,2090,147.0,436649.5984,volvo-s60-2014-Diesel,0.504291845,volvo,DieselLarge,26.3,0,1,0
1291,2014,3.28e-05,Benzin,1530,72.0,211844.3775,mini-one-2014-Benzin,0.705405405,mini,BenzinSmall,18.5,1,0,0
1292,2014,3.24e-05,Diesel,2260,110.0,351401.6064,mitsubishi-outlander-2014-Diesel,0.683139535,mitsubishi,DieselLarge,17.2,0,1,0
1293,2014,3.01e-05,Diesel,1710,55.0,141691.7671,fiat-qubo-2014-Diesel,0.481557377,fiat,DieselSmall,24.4,0,1,0
1294,2014,2.9e-05,Benzin,2555,309.0,1680881.526,audi-s7-2014-Benzin,1.254807692,audi,BenzinLarge,10.4,1,0,0
1295,2014,2.67e-05,Benzin,1750,85.0,210743.9759,nissan-pulsar-2014-Benzin,0.6525,nissan,BenzinSmall,20.0,1,0,0
1296,2014,2.52e-05,Diesel,1800,66.0,190759.0361,kia-venga-2014-Diesel,0.504291845,kia,DieselSmall,23.3,0,1,0
1297,2014,2.33e-05,Benzin,2081,118.0,340360.4418,skoda-superb-2014-Benzin,0.90625,skoda,BenzinLarge,12.7,1,0,0
1298,2014,2.29e-05,Diesel,1725,77.0,169678.7149,skoda-rapid-2014-Diesel,0.458984375,skoda,DieselSmall,25.6,0,1,0
1299,2014,2.21e-05,Benzin,1940,84.0,376403.6145,subaru-xv-2014-Benzin,0.820754717,subaru,BenzinLarge,15.2,1,0,0
1300,2014,2.06e-05,Benzin,2045,316.0,2910568.273,audi-r8-2014-Benzin,1.74,audi,BenzinLarge,7.5,1,0,0
1301,2014,1.98e-05,Benzin,2300,149.0,427490.9639,ford-mondeo-2014-Benzin,1.003846154,ford,BenzinLarge,19.6,1,0,0
1302,2014,1.91e-05,Diesel,2200,133.0,586245.9839,volvo-s80-2014-Diesel,0.716463415,volvo,DieselLarge,20.4,0,1,0
1303,2014,1.91e-05,Diesel,2050,100.0,281122.49,kia-optima-2014-Diesel,0.575980392,kia,DieselSmall,20.4,0,1,0
1304,2014,1.91e-05,Benzin,1735,169.0,556575.3012,audi-tt-2014-Benzin,0.836538462,audi,BenzinSmall,15.6,1,0,0
1305,2014,1.56e-05,Benzin,2590,382.0,2385022.088,audi-s8-2014-Benzin,1.254807692,audi,BenzinLarge,10.4,1,0,0
1306,2014,1.45e-05,Benzin,2000,121.0,281122.49,kia-optima-2014-Benzin,0.912587413,kia,BenzinLarge,14.3,1,0,0
1307,2014,1.3e-05,Benzin,2140,99.0,261041.1647,kia-carens-2014-Benzin,0.836538462,kia,BenzinLarge,15.6,1,0,0
1308,2014,1.6e-05,Benzin,2140,125.0,421585.3414,opel-cascada-2014-Benzin,0.820754717,opel,BenzinLarge,15.9,1,0,0
1309,2014,5.95e-05,El,1943,43.0,175602.4096,renault-zoe-2014-El,0.204935682,renault,ElSmall,240.0,0,0,1
1310,2014,1.49e-05,Benzin,1685,232.0,1311642.57,porsche-boxster-2014-Benzin,1.044,porsche,BenzinSmall,13.0,1,0,0
1311,2014,0.000143,Diesel,2840,281.0,3229585.341,porsche-cayenne-2014-Diesel,0.87037037,porsche,DieselLarge,15.1,0,1,0
1312,2014,3.78e-05,Diesel,2500,184.0,3151591.365,porsche-panamera-2014-Diesel,0.753205128,porsche,DieselLarge,15.6,0,1,0
1313,2014,0.000261707,El,2590,69.0,612449.7992,tesla-model-s-2014-El,0.378548344,tesla,ElLarge,502.0,0,0,1
1314,2015,2.12e-05,Benzin,2950,423.0,1203278.0,bmw-x6-2015-Benzin,1.408888889,bmw,BenzinLarge,10.3,1,0,0
1315,2015,3.22e-05,Diesel,2900,280.0,1203278.0,bmw-x6-2015-Diesel,0.748344371,bmw,DieselLarge,15.1,0,1,0
1316,2015,2.77e-05,Diesel,2440,177.0,809363.0,jaguar-xf-2015-Diesel,0.68902439,jaguar,DieselLarge,20.4,0,1,0
1317,2015,1.82e-05,Benzin,2450,302.0,1390000.0,maserati-ghibli-2015-Benzin,1.219230769,maserati,BenzinLarge,9.5,1,0,0
1318,2015,0.001207243,Benzin,1240,51.0,99989.0,citron-c1-2015-Benzin,0.482129278,citron,BenzinSmall,26.3,1,0,0
1319,2015,0.000464616,Benzin,1520,60.0,139992.0,citron-c3-2015-Benzin,0.544206009,citron,BenzinSmall,22.2,1,0,0
1320,2015,0.000815069,Diesel,1652,73.0,149000.0,citron-c3-2015-Diesel,0.339339339,citron,DieselSmall,26.3,0,1,0
1321,2015,0.000152849,Benzin,1790,81.0,204640.0,citron-c4-2015-Benzin,0.609615385,citron,BenzinSmall,20.4,1,0,0
1322,2015,0.000297354,Diesel,1860,84.0,248989.0,citron-c4-2015-Diesel,0.40647482,citron,DieselSmall,30.3,0,1,0
1323,2015,0.000465375,Benzin,1500,81.0,168540.0,citron-c4-cactus-2015-Benzin,0.584331797,citron,BenzinSmall,21.7,1,0,0
1324,2015,0.000554505,Diesel,1610,73.0,203138.0,citron-c4-cactus-2015-Diesel,0.349845201,citron,DieselSmall,32.3,0,1,0
1325,2015,0.000195708,El,1620,125.0,282000.0,bmw-i3-2015-El,0.200145373,bmw,ElSmall,130.0,0,0,1
1326,2015,0.000433894,Diesel,2205,110.0,306989.0,citron-grand-c4-picasso-2015-Diesel,0.44140625,citron,DieselLarge,22.2,0,1,0
1327,2015,0.00017864,Benzin,2000,92.0,269953.0,ford-c-max-2015-Benzin,0.823376623,ford,BenzinLarge,16.4,1,0,0
1328,2015,0.000170296,Diesel,2100,88.0,520000.0,honda-cr-v-2015-Diesel,0.497797357,honda,DieselLarge,21.3,0,1,0
1329,2015,0.002494134,Benzin,1240,51.0,90989.0,peugeot-108-2015-Benzin,0.482129278,peugeot,BenzinSmall,26.3,1,0,0
1330,2015,0.002273774,Benzin,1530,60.0,129990.0,peugeot-208-2015-Benzin,0.571171171,peugeot,BenzinSmall,22.2,1,0,0
1331,2015,0.002163783,Benzin,1240,51.0,94995.0,toyota-aygo-2015-Benzin,0.482129278,toyota,BenzinSmall,26.3,1,0,0
1332,2015,0.002087548,Diesel,2460,140.0,999278.0,audi-a6-2015-Diesel,0.610810811,audi,DieselLarge,18.9,0,1,0
1333,2015,0.002068584,Diesel,2020,88.0,244991.0,peugeot-308-2015-Diesel,0.463114754,peugeot,DieselSmall,31.3,0,1,0
1334,2015,0.001819019,Benzin,1400,48.5,87898.0,kia-picanto-2015-Benzin,0.519672131,kia,BenzinSmall,24.4,1,0,0
1335,2015,0.001741646,Benzin,1490,55.0,114048.0,toyota-yaris-2015-Benzin,0.621568627,toyota,BenzinSmall,20.4,1,0,0
1336,2015,0.001688168,Benzin,1555,92.0,141089.0,ford-fiesta-2015-Benzin,0.544206009,ford,BenzinSmall,23.3,1,0,0
1337,2015,0.001462497,Benzin,1591,66.0,135001.0,skoda-fabia-2015-Benzin,0.660416667,skoda,BenzinSmall,18.9,1,0,0
1338,2015,0.001420018,Benzin,1290,44.0,79996.0,skoda-citigo-2015-Benzin,0.519672131,skoda,BenzinSmall,24.4,1,0,0
1339,2015,0.001401434,Benzin,1680,66.0,117528.0,opel-corsa-2015-Benzin,0.571171171,opel,BenzinSmall,19.2,1,0,0
1340,2015,0.001395365,Benzin,1560,61.8,124998.0,kia-rio-2015-Benzin,0.595305164,kia,BenzinSmall,21.3,1,0,0
1341,2015,0.001394607,Benzin,1420,48.5,79996.0,hyundai-i10-2015-Benzin,0.595305164,hyundai,BenzinSmall,21.3,1,0,0
1342,2015,0.001299408,Diesel,2145,110.0,399997.0,audi-a4-2015-Diesel,0.474789916,audi,DieselLarge,21.7,0,1,0
1343,2015,0.001142766,Benzin,1515,61.8,124997.0,hyundai-i20-2015-Benzin,0.621568627,hyundai,BenzinSmall,21.3,1,0,0
1344,2015,0.001033913,Benzin,1820,77.0,228250.0,skoda-octavia-2015-Benzin,0.609615385,skoda,BenzinSmall,19.2,1,0,0
1345,2015,0.000927715,Benzin,1260,50.0,89987.0,suzuki-celerio-2015-Benzin,0.456115108,suzuki,BenzinSmall,23.3,1,0,0
1346,2015,0.000900028,Benzin,1480,66.0,127987.0,suzuki-swift-2015-Benzin,0.544206009,suzuki,BenzinSmall,23.3,1,0,0
1347,2015,0.00089889,Benzin,1278,55.0,79992.0,opel-karl-2015-Benzin,0.544206009,opel,BenzinSmall,23.3,1,0,0
1348,2015,0.000867789,Benzin,1370,51.0,129993.0,fiat-500-2015-Benzin,0.482129278,fiat,BenzinSmall,26.3,1,0,0
1349,2015,0.000846929,Diesel,1680,73.0,129990.0,peugeot-208-2015-Diesel,0.339339339,peugeot,DieselSmall,33.3,0,1,0
1350,2015,0.000736938,Diesel,1880,110.0,228250.0,skoda-octavia-2015-Diesel,0.463114754,skoda,DieselSmall,26.3,0,1,0
1351,2015,0.000728214,Benzin,1658,66.0,171900.0,renault-captur-2015-Benzin,0.621568627,renault,BenzinSmall,19.6,1,0,0
1352,2015,0.000713802,Benzin,1290,44.0,84903.0,seat-mii-2015-Benzin,0.519672131,seat,BenzinSmall,24.4,1,0,0
1353,2015,0.00064629,Benzin,2060,185.0,726664.0,audi-a4-2015-Benzin,0.660416667,audi,BenzinLarge,15.2,1,0,0
1354,2015,0.000636429,Benzin,1730,88.0,196440.0,mazda-3-2015-Benzin,0.737209302,mazda,BenzinSmall,17.2,1,0,0
1355,2015,0.000590157,Diesel,1820,81.0,289237.0,audi-a3-2015-Diesel,0.452,audi,DieselSmall,24.4,0,1,0
1356,2015,0.000580296,Benzin,1730,88.0,192063.0,suzuki-vitara-2015-Benzin,0.670899471,suzuki,BenzinSmall,18.9,1,0,0
1357,2015,0.000578399,Benzin,1425,59.0,94900.0,nissan-micra-2015-Benzin,0.634,nissan,BenzinSmall,20.0,1,0,0
1358,2015,0.000564366,Benzin,1815,73.0,210430.0,toyota-auris-2015-Benzin,0.46962963,toyota,BenzinSmall,21.3,1,0,0
1359,2015,0.000559436,Benzin,1320,51.0,70340.0,ford-ka-2015-Benzin,0.621568627,ford,BenzinSmall,20.4,1,0,0
1360,2015,0.000541609,Benzin,2000,108.0,282630.0,toyota-avensis-2015-Benzin,0.823376623,toyota,BenzinLarge,14.5,1,0,0
1361,2015,0.000535541,Diesel,1763,66.0,171900.0,renault-captur-2015-Diesel,0.44140625,renault,DieselSmall,27.0,0,1,0
1362,2015,0.000533265,Benzin,1880,85.0,232605.0,nissan-qashqai-2015-Benzin,0.708379888,nissan,BenzinLarge,17.2,1,0,0
1363,2015,0.000526438,Diesel,1920,110.0,347115.0,volvo-v40-2015-Diesel,0.361022364,volvo,DieselSmall,29.4,0,1,0
1364,2015,0.000513164,Benzin,1505,66.0,129988.0,mazda-2-2015-Benzin,0.571171171,mazda,BenzinSmall,22.2,1,0,0
1365,2015,0.000489269,Diesel,2585,230.0,608313.0,audi-q5-2015-Diesel,0.743421053,audi,DieselLarge,15.6,0,1,0
1366,2015,0.000471443,Benzin,1360,52.0,89901.0,renault-twingo-2015-Benzin,0.532773109,renault,BenzinSmall,23.8,1,0,0
1367,2015,0.000468409,Diesel,1920,81.0,209994.0,hyundai-i30-2015-Diesel,0.40647482,hyundai,DieselSmall,27.8,0,1,0
1368,2015,0.000443376,Benzin,1582,60.0,173990.0,peugeot-2008-2015-Benzin,0.621568627,peugeot,BenzinSmall,20.4,1,0,0
1369,2015,0.000437308,Diesel,2250,103.0,301553.0,opel-insignia-2015-Diesel,0.44140625,opel,DieselLarge,17.9,0,1,0
1370,2015,0.00043617,Diesel,2005,81.0,232605.0,nissan-qashqai-2015-Diesel,0.553921569,nissan,DieselSmall,26.3,0,1,0
1371,2015,0.00043617,Benzin,1870,86.0,224155.0,mitsubishi-asx-2015-Benzin,0.724571429,mitsubishi,BenzinLarge,17.5,1,0,0
1372,2015,0.000428205,Benzin,1510,59.0,138591.0,nissan-note-2015-Benzin,0.595305164,nissan,BenzinSmall,21.3,1,0,0
1373,2015,0.000422137,Benzin,1785,110.0,289237.0,audi-a3-2015-Benzin,0.595305164,audi,BenzinSmall,20.4,1,0,0
1374,2015,0.000402035,Diesel,2940,200.0,1104063.0,audi-q7-2015-Diesel,0.668639053,audi,DieselLarge,16.1,0,1,0
1375,2015,0.000389519,Benzin,1730,88.0,169987.0,suzuki-sx4-2015-Benzin,0.685405405,suzuki,BenzinSmall,16.1,1,0,0
1376,2015,0.000365245,Benzin,1610,77.0,168450.0,skoda-rapid-2015-Benzin,0.621568627,skoda,BenzinSmall,19.6,1,0,0
1377,2015,0.000363349,Diesel,2505,158.0,631018.0,volvo-xc60-2015-Diesel,0.645714286,volvo,DieselLarge,17.5,0,1,0
1378,2015,0.000351591,Diesel,2750,165.0,1175001.0,volvo-xc90-2015-Diesel,0.656976744,volvo,DieselLarge,17.2,0,1,0
1379,2015,0.000344385,Benzin,1815,103.0,196758.0,opel-astra-2015-Benzin,0.621568627,opel,BenzinSmall,17.2,1,0,0
1380,2015,0.000302664,Diesel,1785,66.0,161989.0,dacia-duster-2015-Diesel,0.543269231,dacia,DieselSmall,20.8,0,1,0
1381,2015,0.000271563,Diesel,2200,84.0,444618.0,volvo-v60-2015-Diesel,0.484978541,volvo,DieselLarge,16.9,0,1,0
1382,2015,0.000262461,Benzin,1900,110.0,216988.0,ford-focus-2015-Benzin,0.609615385,ford,BenzinLarge,21.3,1,0,0
1383,2015,0.000260185,Benzin,2100,110.0,367055.0,ford-kuga-2015-Benzin,0.78757764,ford,BenzinLarge,16.1,1,0,0
1384,2015,0.000257151,Diesel,1920,94.0,219495.0,kia-ceed-2015-Diesel,0.474789916,kia,DieselSmall,23.8,0,1,0
1385,2015,0.000246531,Diesel,2100,81.0,196758.0,opel-astra-2015-Diesel,0.418518519,opel,DieselLarge,27.0,0,1,0
1386,2015,0.000245772,Benzin,1820,73.2,219495.0,kia-ceed-2015-Benzin,0.708379888,kia,BenzinSmall,16.4,1,0,0
1387,2015,0.000245393,Diesel,2905,190.0,1122450.0,bmw-x5-2015-Diesel,0.743421053,bmw,DieselLarge,16.1,0,1,0
1388,2015,0.00024198,Benzin,1645,77.0,189901.0,seat-toledo-2015-Benzin,0.621568627,seat,BenzinSmall,19.6,1,0,0
1389,2015,0.000235153,Diesel,1910,88.0,199000.0,honda-civic-2015-Diesel,0.44140625,honda,DieselSmall,25.6,0,1,0
1390,2015,0.000232877,Diesel,2330,110.3,386893.0,ford-mondeo-2015-Diesel,0.553921569,ford,DieselLarge,20.8,0,1,0
1391,2015,0.000220361,Benzin,1720,104.0,199000.0,honda-civic-2015-Benzin,0.737209302,honda,BenzinSmall,15.2,1,0,0
1392,2015,0.000213913,Diesel,2090,110.0,331615.0,mazda-6-2015-Diesel,0.474789916,mazda,DieselLarge,21.7,0,1,0
1393,2015,0.000213534,Benzin,1435,44.0,90993.0,fiat-panda-2015-Benzin,0.482129278,fiat,BenzinSmall,24.4,1,0,0
1394,2015,0.000213534,Benzin,1720,81.0,212628.0,seat-leon-2015-Benzin,0.544206009,seat,BenzinSmall,19.2,1,0,0
1395,2015,0.000210499,Benzin,2125,108.0,314193.0,toyota-verso-2015-Benzin,0.834210526,toyota,BenzinLarge,15.2,1,0,0
1396,2015,0.000208224,Diesel,1690,55.0,124997.0,hyundai-i20-2015-Diesel,0.463114754,hyundai,DieselSmall,28.6,0,1,0
1397,2015,0.000208224,Benzin,1820,99.0,209994.0,hyundai-i30-2015-Benzin,0.737209302,hyundai,BenzinSmall,17.9,1,0,0
1398,2015,0.000193053,Diesel,1790,110.0,212628.0,seat-leon-2015-Diesel,0.372937294,seat,DieselSmall,24.4,0,1,0
1399,2015,0.000190777,Benzin,1510,51.0,149992.0,opel-adam-2015-Benzin,0.532773109,opel,BenzinSmall,20.4,1,0,0
1400,2015,0.000187364,Diesel,1900,88.0,216988.0,ford-focus-2015-Diesel,0.429657795,ford,DieselSmall,23.8,0,1,0
1401,2015,0.000185846,Benzin,1945,121.0,331615.0,mazda-6-2015-Benzin,0.759281437,mazda,BenzinLarge,16.7,1,0,0
1402,2015,0.000181295,Diesel,1964,96.0,256015.0,renault-kadjar-2015-Diesel,0.484978541,renault,DieselSmall,26.3,0,1,0
1403,2015,0.000180536,Diesel,2142,103.0,386999.0,skoda-superb-2015-Diesel,0.588541667,skoda,DieselLarge,23.8,0,1,0
1404,2015,0.000180157,Diesel,2155,100.0,590541.0,audi-a5-2015-Diesel,0.509009009,audi,DieselLarge,22.2,0,1,0
1405,2015,0.00017864,Diesel,2120,85.0,276095.0,hyundai-i40-2015-Diesel,0.509009009,hyundai,DieselLarge,23.3,0,1,0
1406,2015,0.000178261,Benzin,1828,103.0,261363.0,opel-mokka-2015-Benzin,0.759281437,opel,BenzinSmall,16.7,1,0,0
1407,2015,0.000172192,Benzin,1565,100.0,270702.0,mini-cooper-2015-Benzin,0.571171171,mini,BenzinSmall,22.2,1,0,0
1408,2015,0.00016309,Benzin,1710,85.0,174992.0,nissan-juke-2015-Benzin,0.708379888,nissan,BenzinSmall,17.5,1,0,0
1409,2015,0.000155504,Diesel,1575,70.0,141089.0,ford-fiesta-2015-Diesel,0.40647482,ford,DieselSmall,27.8,0,1,0
1410,2015,0.000150194,Benzin,1605,77.0,114902.0,seat-ibiza-2015-Benzin,0.621568627,seat,BenzinSmall,18.5,1,0,0
1411,2015,0.000150194,Diesel,2040,105.0,282630.0,toyota-avensis-2015-Diesel,0.474789916,toyota,DieselSmall,23.8,0,1,0
1412,2015,0.000140712,Diesel,1640,66.0,124998.0,kia-rio-2015-Diesel,0.40647482,kia,DieselSmall,26.3,0,1,0
1413,2015,0.000129334,Benzin,1610,73.0,172247.0,honda-jazz-2015-Benzin,0.708379888,honda,BenzinSmall,17.9,1,0,0
1414,2015,0.000128575,Diesel,2230,110.0,367055.0,ford-kuga-2015-Diesel,0.610810811,ford,DieselLarge,18.5,0,1,0
1415,2015,0.000126679,Diesel,2290,133.0,535358.0,volvo-v70-2015-Diesel,0.530516432,volvo,DieselLarge,23.8,0,1,0
1416,2015,0.000125541,Diesel,1903,66.0,149989.0,dacia-lodgy-2015-Diesel,0.474789916,dacia,DieselSmall,23.8,0,1,0
1417,2015,0.000125162,Diesel,1710,70.0,117528.0,opel-corsa-2015-Diesel,0.372937294,opel,DieselSmall,29.4,0,1,0
1418,2015,0.000122886,Benzin,1750,85.0,207580.0,nissan-pulsar-2015-Benzin,0.634,nissan,BenzinSmall,20.0,1,0,0
1419,2015,0.000116438,Diesel,2365,190.0,699278.0,bmw-x3-2015-Diesel,0.588541667,bmw,DieselLarge,16.6,0,1,0
1420,2015,0.00011568,Benzin,2140,110.0,486502.0,audi-q3-2015-Benzin,0.834210526,audi,BenzinLarge,18.2,1,0,0
1421,2015,0.000114163,Benzin,1930,88.0,188240.0,opel-meriva-2015-Benzin,0.685405405,opel,BenzinLarge,18.5,1,0,0
1422,2015,0.000111887,Diesel,2260,82.0,314193.0,toyota-verso-2015-Diesel,0.509009009,toyota,DieselLarge,22.2,0,1,0
1423,2015,0.000109232,Benzin,2265,140.0,999278.0,audi-a6-2015-Benzin,0.750295858,audi,BenzinLarge,17.5,1,0,0
1424,2015,0.000108853,Diesel,1883,100.0,261363.0,opel-mokka-2015-Diesel,0.463114754,opel,DieselSmall,22.2,0,1,0
1425,2015,0.000105439,Benzin,1500,55.0,118989.0,dacia-sandero-2015-Benzin,0.737209302,dacia,BenzinSmall,18.5,1,0,0
1426,2015,0.000103922,Benzin,1880,81.0,244991.0,peugeot-308-2015-Benzin,0.737209302,peugeot,BenzinLarge,21.3,1,0,0
1427,2015,9.9e-05,Diesel,1620,55.0,114902.0,seat-ibiza-2015-Diesel,0.384353741,seat,DieselSmall,29.4,0,1,0
1428,2015,9.6e-05,Diesel,2030,84.0,299989.0,peugeot-3008-2015-Diesel,0.543269231,peugeot,DieselSmall,20.8,0,1,0
1429,2015,8.84e-05,Diesel,2135,110.0,413670.0,toyota-rav4-2015-Diesel,0.553921569,toyota,DieselLarge,14.9,0,1,0
1430,2015,8.76e-05,Benzin,2075,125.0,590541.0,audi-a5-2015-Benzin,0.750295858,audi,BenzinLarge,16.1,1,0,0
1431,2015,8.61e-05,Diesel,2225,110.0,486502.0,audi-q3-2015-Diesel,0.610810811,audi,DieselLarge,19.6,0,1,0
1432,2015,8.34e-05,Diesel,1870,88.0,192063.0,suzuki-vitara-2015-Diesel,0.452,suzuki,DieselSmall,23.8,0,1,0
1433,2015,8.19e-05,Diesel,2353,96.0,519103.0,renault-espace-2015-Diesel,0.497797357,renault,DieselLarge,21.7,0,1,0
1434,2015,8.19e-05,Diesel,1720,85.0,270702.0,mini-cooper-2015-Diesel,0.40647482,mini,DieselSmall,28.6,0,1,0
1435,2015,7.93e-05,Diesel,2165,84.0,377993.0,peugeot-508-2015-Diesel,0.452,peugeot,DieselLarge,25.0,0,1,0
1436,2015,7.93e-05,Benzin,1580,92.0,228987.0,audi-a1-2015-Benzin,0.532773109,audi,BenzinSmall,20.0,1,0,0
1437,2015,7.66e-05,Diesel,2440,160.0,1139944.0,audi-a7-2015-Diesel,0.588541667,audi,DieselLarge,19.2,0,1,0
1438,2015,7.13e-05,Diesel,1710,73.0,173990.0,peugeot-2008-2015-Diesel,0.395104895,peugeot,DieselSmall,27.0,0,1,0
1439,2015,7.09e-05,Benzin,1800,86.0,178408.0,mitsubishi-lancer-2015-Benzin,0.696703297,mitsubishi,BenzinSmall,18.2,1,0,0
1440,2015,6.83e-05,Diesel,1910,110.0,196440.0,mazda-3-2015-Diesel,0.463114754,mazda,DieselSmall,20.8,0,1,0
1441,2015,6.56e-05,Benzin,2065,103.0,301553.0,opel-insignia-2015-Benzin,0.670899471,opel,BenzinLarge,13.9,1,0,0
1442,2015,6.52e-05,Benzin,1697,92.0,161989.0,dacia-duster-2015-Benzin,0.812820513,dacia,BenzinSmall,15.9,1,0,0
1443,2015,6.14e-05,Benzin,1150,52.0,199900.0,smart-fortwo-2015-Benzin,0.519672131,smart,BenzinSmall,24.4,1,0,0
1444,2015,5.12e-05,Diesel,2310,110.0,302990.0,peugeot-5008-2015-Diesel,0.463114754,peugeot,DieselLarge,23.3,0,1,0
1445,2015,5.01e-05,Benzin,1853,96.0,256015.0,renault-kadjar-2015-Benzin,0.708379888,renault,BenzinLarge,17.9,1,0,0
1446,2015,4.7e-05,Benzin,2204,310.0,662518.0,ford-mustang-2015-Benzin,1.457471264,ford,BenzinLarge,8.3,1,0,0
1447,2015,4.55e-05,Benzin,2970,180.0,1122450.0,bmw-x5-2015-Benzin,1.163302752,bmw,BenzinLarge,9.0,1,0,0
1448,2015,4.51e-05,Diesel,1644,66.0,135001.0,skoda-fabia-2015-Diesel,0.418518519,skoda,DieselSmall,29.4,0,1,0
1449,2015,4.36e-05,Diesel,2410,190.0,834270.0,bmw-x4-2015-Diesel,0.668639053,bmw,DieselLarge,16.9,0,1,0
1450,2015,4.1e-05,Diesel,1785,81.0,207580.0,nissan-pulsar-2015-Diesel,0.40647482,nissan,DieselSmall,27.8,0,1,0
1451,2015,3.75e-05,Diesel,1800,94.0,179997.0,kia-venga-2015-Diesel,0.484978541,kia,DieselSmall,23.3,0,1,0
1452,2015,3.68e-05,Diesel,1770,81.0,174992.0,nissan-juke-2015-Diesel,0.452,nissan,DieselSmall,25.0,0,1,0
1453,2015,3.64e-05,Benzin,1785,169.0,706550.0,audi-tt-2015-Benzin,0.862585034,audi,BenzinSmall,16.9,1,0,0
1454,2015,3.19e-05,Benzin,2015,270.0,733999.0,audi-s3-2015-Benzin,0.874482759,audi,BenzinLarge,14.1,1,0,0
1455,2015,3.07e-05,Diesel,1720,66.0,168450.0,skoda-rapid-2015-Diesel,0.452,skoda,DieselSmall,25.6,0,1,0
1456,2015,2.96e-05,Diesel,2505,110.3,543313.0,ford-galaxy-2015-Diesel,0.80141844,ford,DieselLarge,18.5,0,1,0
1457,2015,2.88e-05,Benzin,2093,110.0,386999.0,skoda-superb-2015-Benzin,0.89929078,skoda,BenzinLarge,14.1,1,0,0
