,Year,Shares,Fuel,Weight (kg),Engine effect (kW),Prices (2015-DKK),key,kmL
283,2008,0.000471465,Benzin,1405,49.0,110983.3518,hyundai-i10-2008-Benzin,20.0
284,2008,0.00046597,Benzin,1737,70.0,174238.6238,peugeot-207-2008-Benzin,15.4
285,2008,0.00045537,Benzin,2295,107.0,371807.9911,ford-mondeo-2008-Benzin,12.7
286,2008,0.000409441,Benzin,2125,107.0,289132.0755,mazda-5-2008-Benzin,12.2
287,2008,0.000408656,Benzin,1480,64.0,187602.6637,toyota-yaris-2008-Benzin,13.9
288,2008,0.000408263,Benzin,1860,85.0,279490.566,opel-astra-2008-Benzin,15.4
289,2008,0.000396879,Diesel,2155,110.0,367479.4673,opel-vectra-2008-Diesel,16.9
290,2008,0.000388635,Diesel,1970,93.0,397718.091,toyota-avensis-2008-Diesel,16.9
291,2008,0.000375681,Benzin,1650,79.0,210865.7048,suzuki-sx4-2008-Benzin,14.7
292,2008,0.00035566,Diesel,1920,85.0,216423.9734,kia-ceed-2008-Diesel,20.4
293,2008,0.000345846,Benzin,1750,103.0,277467.2586,honda-civic-2008-Benzin,15.6
294,2008,0.000330929,Benzin,1650,79.0,198418.424,suzuki-liana-2008-Benzin,14.5
295,2008,0.000304627,Benzin,1525,59.0,137610.4329,ford-fiesta-2008-Benzin,16.9
296,2008,0.000303449,Benzin,1275,51.0,106128.7458,ford-ka-2008-Benzin,16.9
297,2008,0.000297561,Diesel,1880,77.0,352697.0033,audi-a3-2008-Diesel,19.6
298,2008,0.000295206,Diesel,2195,88.0,418230.8546,opel-zafira-2008-Diesel,16.7
299,2008,0.000293635,Diesel,2510,176.0,683709.212,audi-a6-2008-Diesel,11.6
300,2008,0.000285392,Benzin,2100,106.0,588901.2209,volvo-v70-2008-Benzin,8.8
301,2008,0.000261838,Benzin,1950,118.0,286906.7703,skoda-octavia-2008-Benzin,15.2
302,2008,0.00026066,Diesel,1575,50.0,137610.4329,ford-fiesta-2008-Diesel,23.8
303,2008,0.000256735,Benzin,1750,91.0,280652.6082,toyota-auris-2008-Benzin,14.5
304,2008,0.000252417,Benzin,1503,62.0,149829.0788,chevrolet-aveo-2008-Benzin,18.2
305,2008,0.000244565,Benzin,1820,74.0,274693.6737,ford-focus-2008-Benzin,14.9
306,2008,0.000243388,Benzin,1850,105.0,266368.4795,mitsubishi-lancer-2008-Benzin,13.0
307,2008,0.000235144,Diesel,2085,78.0,364594.8946,nissan-qashqai-2008-Diesel,18.2
308,2008,0.000234751,Benzin,1930,92.0,352697.0033,audi-a3-2008-Benzin,13.7
309,2008,0.000232003,Benzin,1475,69.0,159846.8368,suzuki-ignis-2008-Benzin,13.9
310,2008,0.000222974,Benzin,1725,110.0,243814.6504,mazda-3-2008-Benzin,12.7
311,2008,0.000209235,Benzin,1870,103.0,367479.4673,opel-vectra-2008-Benzin,11.2
312,2008,0.000207272,Benzin,1800,76.0,188674.8058,hyundai-matrix-2008-Benzin,13.7
313,2008,0.000199813,Benzin,1485,48.0,143175.3607,opel-agila-2008-Benzin,18.2
314,2008,0.000189607,Benzin,1475,59.0,154259.7114,nissan-micra-2008-Benzin,16.9
315,2008,0.000189607,Diesel,3120,240.0,1116530.522,audi-q7-2008-Diesel,11.2
316,2008,0.000188037,Benzin,1526,63.0,181299.667,seat-ibiza-2008-Benzin,14.5
317,2008,0.000183326,Benzin,1546,65.0,244609.323,nissan-note-2008-Benzin,14.3
318,2008,0.000178223,Diesel,1868,77.0,263682.5749,seat-leon-2008-Diesel,22.2
319,2008,0.000170371,Benzin,1815,88.0,258589.3452,peugeot-308-2008-Benzin,14.9
320,2008,0.000167231,Diesel,1420,55.0,158701.4428,fiat-500-2008-Diesel,23.8
321,2008,0.000164483,Benzin,2100,103.0,418230.8546,opel-zafira-2008-Benzin,14.1
322,2008,0.00016409,Benzin,1975,154.0,452830.1887,volvo-s60-2008-Benzin,11.4
323,2008,0.000161735,Benzin,1960,104.0,364594.8946,nissan-qashqai-2008-Benzin,12.3
324,2008,0.000158202,Diesel,1760,66.0,280652.6082,toyota-auris-2008-Diesel,20.0
325,2008,0.000158202,Benzin,1935,115.0,388455.0499,honda-accord-2008-Benzin,10.0
326,2008,0.000156239,Benzin,1720,93.0,221968.9234,hyundai-i30-2008-Benzin,16.4
327,2008,0.000153491,Diesel,1675,66.0,197328.5239,ford-fusion-2008-Diesel,21.7
328,2008,0.000153099,Diesel,2110,77.0,327413.9845,skoda-superb-2008-Diesel,16.4
329,2008,0.001393983,Benzin,1180,50.0,124123.1964,citron-c1-2008-Benzin,21.7
330,2008,0.000135433,Benzin,1785,110.0,238613.7625,fiat-bravo-2008-Benzin,15.9
331,2008,0.000133863,Diesel,2360,115.0,495003.3296,mitsubishi-outlander-2008-Diesel,14.7
332,2008,0.000131115,Benzin,2100,92.0,307340.7325,peugeot-407-2008-Benzin,12.3
333,2008,0.000121694,Diesel,2310,151.0,588901.2209,volvo-v70-2008-Diesel,13.5
334,2008,0.000112272,Benzin,1600,59.0,197328.5239,ford-fusion-2008-Benzin,13.3
335,2008,0.00011188,Benzin,1940,80.0,266360.7103,peugeot-307-2008-Benzin,12.3
336,2008,0.00011031,Diesel,1895,55.0,249269.7003,opel-meriva-2008-Diesel,20.0
337,2008,0.000109132,Benzin,1670,77.0,268589.3452,skoda-roomster-2008-Benzin,14.3
338,2008,9.34e-05,Benzin,1810,66.0,249269.7003,opel-meriva-2008-Benzin,14.9
339,2008,9.03e-05,Diesel,2110,103.0,321864.5949,mazda-6-2008-Diesel,17.5
340,2008,8.95e-05,Benzin,2094,75.0,259563.818,seat-altea-2008-Benzin,12.3
341,2008,8.91e-05,Diesel,2075,176.0,779556.0488,audi-a5-2008-Diesel,13.9
342,2008,8.52e-05,Benzin,2110,125.0,779556.0488,audi-a5-2008-Benzin,14.1
343,2008,8.36e-05,Benzin,1890,92.0,396024.4173,volvo-v50-2008-Benzin,13.7
344,2008,8.36e-05,Diesel,1530,55.0,127630.4107,suzuki-splash-2008-Diesel,22.2
345,2008,6.71e-05,Benzin,1580,71.0,149829.0788,kia-rio-2008-Benzin,16.1
346,2008,6.48e-05,Benzin,1945,177.0,263682.5749,seat-leon-2008-Benzin,12.0
347,2008,6.44e-05,Diesel,2250,105.0,289132.0755,mazda-5-2008-Diesel,16.4
348,2008,6.05e-05,Benzin,1450,55.0,155372.919,peugeot-206-2008-Benzin,15.6
349,2008,5.85e-05,Benzin,1865,309.0,2723825.749,audi-r8-2008-Benzin,7.4
350,2008,5.73e-05,Benzin,1810,147.0,724783.5738,audi-tt-2008-Benzin,13.0
351,2008,5.57e-05,Benzin,2074,118.0,327413.9845,skoda-superb-2008-Benzin,14.7
352,2008,5.02e-05,Benzin,1820,90.0,216423.9734,kia-ceed-2008-Benzin,15.4
353,2008,4.95e-05,Benzin,1850,92.0,383457.2697,volvo-s40-2008-Benzin,13.9
354,2008,4.71e-05,Diesel,1775,77.0,268589.3452,skoda-roomster-2008-Diesel,18.2
355,2008,4.51e-05,Diesel,2505,103.0,507771.3651,ford-galaxy-2008-Diesel,16.1
356,2008,4.36e-05,Diesel,2445,176.0,818053.2741,audi-q5-2008-Diesel,13.3
357,2008,2.94e-05,Diesel,2070,110.0,547240.8435,cadillac-bls-2008-Diesel,16.4
358,2008,3.77e-05,Diesel,1840,81.0,188674.8058,hyundai-matrix-2008-Diesel,18.9
359,2008,3.61e-05,Diesel,1960,0.0,396024.4173,volvo-v50-2008-Diesel,17.2
360,2008,3.61e-05,Benzin,1860,125.0,341748.0577,volvo-c30-2008-Benzin,13.7
361,2008,3.38e-05,Diesel,2029,77.0,284968.9234,seat-toledo-2008-Diesel,18.5
362,2008,2.98e-05,Benzin,1555,73.0,198669.2564,honda-jazz-2008-Benzin,18.5
363,2008,2.98e-05,Benzin,2075,224.0,915418.424,ford-mustang-2008-Benzin,9.1
364,2008,2.59e-05,Diesel,2190,100.0,550226.4151,toyota-rav4-2008-Diesel,15.2
365,2008,2.04e-05,Benzin,1515,128.0,416755.8269,mini-cooper-2008-Benzin,13.2
366,2008,1.88e-05,Benzin,1790,375.0,3923418.424,ferrari-f430-2008-Benzin,5.6
367,2008,7.69e-05,Diesel,1830,77.0,238613.7625,fiat-bravo-2008-Diesel,17.9
368,2008,1.45e-05,Benzin,1890,110.0,330854.606,subaru-impreza-2008-Benzin,11.9
369,2008,1.41e-05,Benzin,1944,75.0,284968.9234,seat-toledo-2008-Benzin,13.0
370,2008,1.41e-05,Diesel,2190,136.0,724440.6215,volvo-s80-2008-Diesel,13.7
371,2008,0.000661857,Diesel,1500,50.0,216277.4695,citron-c3-2008-Diesel,22.7
372,2008,0.000150743,Benzin,2063,103.0,358544.9501,citron-c5-2008-Benzin,12.3
373,2008,0.000637126,Diesel,2190,100.0,376237.5139,citron-c5-2008-Diesel,16.7
374,2008,0.000189214,Benzin,1910,74.0,322976.6926,ford-c-max-2008-Benzin,14.5
375,2008,0.000411796,Diesel,1920,66.0,357381.798,ford-c-max-2008-Diesel,20.8
376,2008,7.58e-05,Diesel,2030,110.0,388455.0499,honda-accord-2008-Diesel,16.9
377,2008,1.96e-05,Diesel,1520,55.0,110983.3518,hyundai-i10-2008-Diesel,23.3
378,2008,4.36e-05,Benzin,2330,219.0,948945.616,jaguar-xf-2008-Benzin,8.0
379,2008,3.85e-05,Diesel,2310,152.0,948945.616,jaguar-xf-2008-Diesel,13.3
380,2008,3.65e-05,Benzin,2250,323.0,2741398.446,maserati-granturismo-2008-Benzin,6.2
381,2008,3.22e-05,Benzin,1435,217.0,1390075.472,porsche-cayman-2008-Benzin,10.7
382,2008,3.34e-05,Diesel,2000,110.0,550894.5616,subaru-legacy-2008-Diesel,17.9
383,2009,5.38e-05,Benzin,2080,309.0,1676827.851,bmw-m3-2009-Benzin,8.1
384,2009,0.000166933,Diesel,2965,210.0,1186513.158,bmw-x5-2009-Diesel,12.2
385,2009,3.08e-05,Benzin,2840,300.0,1278507.675,bmw-x6-2009-Benzin,9.2
386,2009,5.03e-05,Diesel,2760,173.0,1278507.675,bmw-x6-2009-Diesel,12.2
387,2009,2.96e-05,Benzin,2200,365.0,4057017.544,ferrari-california-2009-Benzin,7.6
388,2009,0.001036701,Benzin,1180,50.0,120604.1667,citron-c1-2009-Benzin,22.2
389,2009,0.001266429,Benzin,1190,50.0,105263.1579,toyota-aygo-2009-Benzin,22.2
390,2009,0.001010959,Benzin,1190,50.0,116217.1053,peugeot-107-2009-Benzin,22.2
391,2009,0.000993797,Benzin,1250,50.0,108539.4737,suzuki-alto-2009-Benzin,22.7
392,2009,0.000982486,Diesel,1783,50.0,186395.8333,peugeot-207-2009-Diesel,21.7
393,2009,0.000886149,Benzin,2000,108.0,345030.7018,toyota-avensis-2009-Benzin,15.4
394,2009,0.000783571,Diesel,2275,85.0,391994.5175,ford-mondeo-2009-Diesel,16.9
395,2009,0.00077694,Diesel,1850,80.0,255470.3947,peugeot-308-2009-Diesel,21.3
396,2009,0.000745738,Benzin,1495,44.0,161543.8596,ford-fiesta-2009-Benzin,18.5
397,2009,0.000688794,Benzin,1485,63.0,154037.2807,mazda-2-2009-Benzin,18.5
398,2009,0.000670852,Benzin,1485,63.0,128279.6053,suzuki-splash-2009-Benzin,20.0
399,2009,0.00063614,Diesel,2290,96.0,354905.7018,opel-insignia-2009-Diesel,16.7
400,2009,0.000627559,Benzin,1415,57.0,115128.2895,hyundai-i10-2009-Benzin,20.0
401,2009,0.000625219,Diesel,1880,100.0,277960.5263,ford-focus-2009-Diesel,22.2
402,2009,0.000600647,Benzin,1515,57.0,142538.3772,hyundai-i20-2009-Benzin,19.2
403,2009,0.000591676,Benzin,1350,48.0,104163.3772,kia-picanto-2009-Benzin,20.0
404,2009,0.000572565,Diesel,1525,50.0,158980.2632,peugeot-206-2009-Diesel,23.3
405,2009,0.000569444,Benzin,1565,59.0,151262.0614,opel-corsa-2009-Benzin,17.2
406,2009,0.000526541,Benzin,1935,148.0,383771.9298,honda-accord-2009-Benzin,13.9
407,2009,0.000526151,Benzin,1585,51.0,152410.0877,skoda-fabia-2009-Benzin,16.9
408,2009,0.00051913,Benzin,1485,68.0,153498.9035,suzuki-swift-2009-Benzin,17.2
409,2009,0.000503529,Diesel,2100,105.0,434447.3684,audi-a4-2009-Diesel,17.2
410,2009,0.000491828,Benzin,1460,70.0,148025.2193,mitsubishi-colt-2009-Benzin,16.7
411,2009,0.000486368,Diesel,1820,66.0,186396.9298,hyundai-i30-2009-Diesel,20.4
412,2009,0.000480907,Benzin,1305,51.0,156788.3772,fiat-500-2009-Benzin,20.8
413,2009,0.000476227,Diesel,1545,66.0,161543.8596,ford-fiesta-2009-Diesel,23.8
414,2009,0.000467646,Diesel,2140,93.0,345030.7018,toyota-avensis-2009-Diesel,18.5
415,2009,0.000466866,Benzin,1305,44.0,109641.4474,fiat-panda-2009-Benzin,20.0
416,2009,0.000458286,Diesel,1705,59.0,152410.0877,skoda-fabia-2009-Diesel,24.4
417,2009,0.000401341,Benzin,1320,51.0,104848.6842,ford-ka-2009-Benzin,18.9
418,2009,0.000286672,Diesel,1795,80.0,268529.6053,citron-c3-2009-Diesel,22.7
419,2009,0.00038652,Benzin,1925,90.0,246708.3333,skoda-octavia-2009-Benzin,15.9
420,2009,0.00038496,Diesel,2365,125.0,600773.0263,audi-a6-2009-Diesel,14.0
421,2009,0.000364678,Diesel,1970,77.0,246708.3333,skoda-octavia-2009-Diesel,17.5
422,2009,0.000360388,Diesel,1525,66.0,193094.2982,toyota-yaris-2009-Diesel,22.2
423,2009,0.000357268,Benzin,2170,103.0,354905.7018,opel-insignia-2009-Benzin,12.8
424,2009,0.000345177,Benzin,1970,108.0,320269.7368,mazda-6-2009-Benzin,14.1
425,2009,0.000335816,Benzin,1960,132.0,434447.3684,audi-a4-2009-Benzin,15.6
426,2009,0.000334646,Benzin,1480,74.0,193094.2982,toyota-yaris-2009-Benzin,19.6
427,2009,0.000329186,Benzin,1555,73.0,203837.7193,honda-jazz-2009-Benzin,18.2
428,2009,0.000290183,Diesel,1591,59.0,152474.7807,seat-ibiza-2009-Diesel,27.0
429,2009,0.000273021,Benzin,1830,104.0,302686.4035,nissan-qashqai-2009-Benzin,14.9
430,2009,0.000272631,Diesel,1695,92.0,151262.0614,opel-corsa-2009-Diesel,20.4
431,2009,0.000271071,Benzin,1650,79.0,192423.2456,suzuki-liana-2009-Benzin,14.5
432,2009,0.000263661,Diesel,2100,120.0,320269.7368,mazda-6-2009-Diesel,17.9
433,2009,0.00026327,Diesel,2020,80.0,296073.4649,peugeot-407-2009-Diesel,18.9
434,2009,0.00026015,Diesel,2445,176.0,758542.7632,audi-q5-2009-Diesel,13.3
435,2009,0.00025547,Diesel,1880,103.0,336166.6667,audi-a3-2009-Diesel,18.5
436,2009,0.000245329,Benzin,1640,88.0,186395.8333,peugeot-207-2009-Benzin,16.4
437,2009,0.000235188,Benzin,1750,91.0,263916.6667,toyota-auris-2009-Benzin,14.1
438,2009,0.000219197,Benzin,1880,118.0,336166.6667,audi-a3-2009-Benzin,16.4
439,2009,0.000215297,Benzin,1720,80.0,186396.9298,hyundai-i30-2009-Benzin,17.5
440,2009,0.000211786,Diesel,1930,78.0,302686.4035,nissan-qashqai-2009-Diesel,18.2
441,2009,0.000209056,Benzin,1750,103.0,303065.7895,honda-civic-2009-Benzin,15.6
442,2009,0.000197745,Diesel,2063,77.0,360747.807,skoda-superb-2009-Diesel,20.4
443,2009,0.000190335,Diesel,2015,110.0,371930.9211,opel-vectra-2009-Diesel,16.9
444,2009,0.000186435,Benzin,2265,92.0,391994.5175,ford-mondeo-2009-Benzin,12.7
445,2009,0.000177074,Benzin,1541,63.0,152474.7807,seat-ibiza-2009-Benzin,16.9
446,2009,0.000177074,Diesel,1975,88.0,242927.6316,opel-astra-2009-Diesel,16.9
447,2009,0.000177074,Benzin,1860,85.0,242927.6316,opel-astra-2009-Benzin,15.4
448,2009,0.000175514,Benzin,1820,74.0,277960.5263,ford-focus-2009-Benzin,13.0
449,2009,0.000173954,Benzin,1835,77.0,239088.8158,mazda-3-2009-Benzin,15.9
450,2009,8.46e-05,Diesel,1415,55.0,104848.6842,ford-ka-2009-Diesel,23.8
451,2009,0.000156012,Diesel,3405,176.0,1139385.965,audi-q7-2009-Diesel,11.0
452,2009,0.000152112,Diesel,1600,65.0,178726.9737,hyundai-getz-2009-Diesel,24.4
453,2009,0.000150552,Benzin,2130,125.0,600773.0263,audi-a6-2009-Benzin,9.2
454,2009,0.000148602,Benzin,2030,195.0,791666.6667,audi-a5-2009-Benzin,13.5
455,2009,0.000140021,Benzin,1610,79.0,208322.3684,suzuki-sx4-2009-Benzin,14.9
456,2009,0.000138851,Diesel,2250,176.0,791666.6667,audi-a5-2009-Diesel,19.2
457,2009,0.000133,Diesel,1900,80.0,394848.6842,volvo-v50-2009-Diesel,25.6
458,2009,0.00012988,Diesel,1700,66.0,208322.3684,suzuki-sx4-2009-Diesel,18.9
459,2009,0.0001252,Diesel,1760,66.0,263916.6667,toyota-auris-2009-Diesel,20.8
460,2009,0.00012481,Diesel,2505,103.0,477960.5263,ford-galaxy-2009-Diesel,16.7
461,2009,0.00012442,Benzin,1820,76.0,186399.1228,hyundai-matrix-2009-Benzin,13.7
462,2009,0.00012247,Benzin,1421,55.0,158980.2632,peugeot-206-2009-Benzin,15.9
463,2009,0.000118959,Benzin,1900,105.0,266441.886,mitsubishi-lancer-2009-Benzin,12.7
464,2009,0.000115449,Benzin,2091,118.0,360747.807,skoda-superb-2009-Benzin,13.2
465,2009,0.000110769,Diesel,1525,55.0,153498.9035,suzuki-swift-2009-Diesel,22.2
466,2009,0.000109208,Diesel,1825,105.0,239088.8158,mazda-3-2009-Diesel,22.2
467,2009,0.000101798,Diesel,1530,55.0,128279.6053,suzuki-splash-2009-Diesel,22.2
468,2009,0.000101018,Diesel,2205,81.0,341448.4649,opel-zafira-2009-Diesel,13.9
469,2009,0.000101018,Diesel,2040,55.0,198453.9474,peugeot-partner-2009-Diesel,18.5
470,2009,9.98e-05,Diesel,1635,55.0,142538.3772,hyundai-i20-2009-Diesel,22.7
471,2009,9.95e-05,Diesel,2310,120.0,526649.1228,volvo-v70-2009-Diesel,14.7
472,2009,9.71e-05,Diesel,2020,80.0,339901.3158,peugeot-3008-2009-Diesel,19.6
473,2009,9.44e-05,Benzin,1475,59.0,158980.2632,nissan-micra-2009-Benzin,16.9
474,2009,9.4e-05,Diesel,1825,80.0,268629.386,peugeot-307-2009-Diesel,20.0
475,2009,9.2e-05,Benzin,1922,110.0,255470.3947,peugeot-308-2009-Benzin,13.3
476,2009,9.01e-05,Diesel,1930,92.0,230259.8684,chevrolet-cruze-2009-Diesel,18.2
477,2009,8.5e-05,Diesel,1540,66.0,154037.2807,mazda-2-2009-Diesel,23.8
478,2009,8.39e-05,Benzin,1210,50.0,156745.614,toyota-iq-2009-Benzin,22.2
479,2009,8.03e-05,Benzin,2125,108.0,381885.9649,toyota-verso-2009-Benzin,14.5
480,2009,7.45e-05,Benzin,1560,65.0,192916.6667,nissan-note-2009-Benzin,14.7
481,2009,6.86e-05,Diesel,2505,151.0,755372.807,volvo-xc60-2009-Diesel,14.5
482,2009,6.47e-05,Benzin,2280,147.0,526649.1228,volvo-v70-2009-Benzin,11.1
483,2009,5.85e-05,Benzin,1665,77.0,241229.1667,skoda-roomster-2009-Benzin,14.7
484,2009,5.19e-05,Diesel,1820,77.0,349673.2456,seat-leon-2009-Diesel,20.0
485,2009,5.19e-05,Benzin,1975,103.0,491228.0702,volvo-s60-2009-Benzin,11.4
486,2009,5.03e-05,Benzin,1600,59.0,203178.7281,ford-fusion-2009-Benzin,15.4
487,2009,4.88e-05,Benzin,2175,103.0,341448.4649,opel-zafira-2009-Benzin,13.5
488,2009,4.56e-05,Benzin,1765,80.0,230256.5789,chevrolet-nubira-2009-Benzin,13.5
489,2009,4.33e-05,Benzin,1645,70.0,197361.8421,chevrolet-lacetti-2009-Benzin,14.1
490,2009,4.25e-05,Benzin,1865,77.0,230810.307,opel-meriva-2009-Benzin,14.9
491,2009,4.13e-05,Benzin,1580,71.0,175435.307,kia-rio-2009-Benzin,16.9
492,2009,0.000292133,Diesel,2100,110.0,383771.9298,honda-accord-2009-Diesel,17.5
493,2009,3.63e-05,Diesel,1610,76.0,192916.6667,nissan-note-2009-Diesel,20.4
494,2009,3.63e-05,Benzin,1370,56.0,143847.5877,renault-twingo-2009-Benzin,17.5
495,2009,3.51e-05,Diesel,2260,93.0,381885.9649,toyota-verso-2009-Diesel,17.9
496,2009,3.43e-05,Diesel,2050,108.0,438483.5526,subaru-forester-2009-Diesel,15.9
497,2009,3.08e-05,Benzin,2305,245.0,1070625.0,audi-s4-2009-Benzin,10.3
498,2009,3e-05,Benzin,1865,309.0,2759508.772,audi-r8-2009-Benzin,7.5
499,2009,3e-05,Benzin,2190,103.0,371930.9211,opel-vectra-2009-Benzin,11.2
500,2009,2.85e-05,Diesel,1650,81.0,175435.307,kia-rio-2009-Diesel,22.2
501,2009,2.57e-05,Diesel,1895,74.0,230810.307,opel-meriva-2009-Diesel,20.0
502,2009,1.99e-05,Benzin,1995,103.0,296073.4649,peugeot-407-2009-Benzin,13.0
503,2009,1.91e-05,Benzin,1945,105.0,359645.8333,chevrolet-epica-2009-Benzin,10.8
504,2009,1.52e-05,Benzin,2150,170.0,764145.8333,volvo-s80-2009-Benzin,10.9
505,2009,1.37e-05,Benzin,1960,107.0,394848.6842,volvo-v50-2009-Benzin,13.7
506,2009,0.000570224,Diesel,2276,150.0,368366.2281,citron-c5-2009-Diesel,16.4
507,2009,0.00038886,Diesel,1990,81.0,314694.0789,ford-c-max-2009-Diesel,22.2
508,2009,0.000274191,Diesel,2505,129.0,493421.0526,ford-s-max-2009-Diesel,15.1
509,2009,3.16e-05,Diesel,2360,177.0,937498.9035,jaguar-xf-2009-Diesel,13.3
510,2009,0.000169273,Benzin,2035,81.0,285530.7018,toyota-corolla-2009-Benzin,14.5
511,2009,4.56e-05,Benzin,2250,298.0,3031798.246,maserati-granturismo-2009-Benzin,6.6
512,2009,1.87e-05,Benzin,2400,317.0,2893640.351,maserati-quattroporte-2009-Benzin,6.4
513,2009,3.9e-05,Diesel,3015,176.0,1885918.86,porsche-cayenne-2009-Diesel,10.8
514,2009,1.48e-05,Benzin,1390,51.0,141337.7193,subaru-justy-2009-Benzin,20.0
515,2009,1.91e-05,Benzin,2440,210.0,755372.807,volvo-xc60-2009-Benzin,8.4
516,2010,3.77e-05,Benzin,2080,0.0,1611434.084,bmw-m3-2010-Benzin,8.9
517,2010,6.61e-05,Diesel,2145,130.0,556962.4866,bmw-x1-2010-Diesel,19.2
518,2010,2.72e-05,Benzin,2905,408.0,1166769.561,bmw-x5-2010-Benzin,7.2
519,2010,0.000219552,Diesel,2790,225.0,1166769.561,bmw-x5-2010-Diesel,12.2
520,2010,3.58e-05,Benzin,2905,300.0,1280489.818,bmw-x6-2010-Benzin,7.2
521,2010,5.75e-05,Diesel,2675,173.0,1280489.818,bmw-x6-2010-Diesel,12.0
522,2010,6.02e-05,Benzin,1760,150.0,900321.5434,bmw-z4-2010-Benzin,11.8
523,2010,3.11e-05,Benzin,2200,365.0,3965702.036,ferrari-california-2010-Benzin,7.6
524,2010,6.26e-05,Diesel,2100,110.0,431939.9786,honda-accord-2010-Diesel,17.5
525,2010,3.42e-05,Benzin,1980,120.0,396565.9164,hyundai-ix35-2010-Benzin,12.5
526,2010,4.16e-05,Diesel,2090,100.0,396565.9164,hyundai-ix35-2010-Diesel,16.9
527,2010,4.78e-05,Diesel,2360,177.0,959270.0965,jaguar-xf-2010-Diesel,14.7
528,2010,0.000259188,Diesel,2190,80.0,301176.8489,citron-berlingo-2010-Diesel,17.2
529,2010,0.001264467,Benzin,1180,50.0,117889.6034,citron-c1-2010-Benzin,22.2
530,2010,0.000163207,Benzin,1576,44.1,215753.4834,citron-c3-2010-Benzin,17.2
531,2010,0.000425116,Diesel,1795,68.0,301498.3923,citron-c3-2010-Diesel,26.3
532,2010,0.001738545,Benzin,1305,74.0,153259.3783,fiat-500-2010-Benzin,20.8
533,2010,0.001734659,Benzin,1180,50.0,92593.78349,toyota-aygo-2010-Benzin,22.2
534,2010,0.001649946,Benzin,1367,50.0,92068.59593,chevrolet-spark-2010-Benzin,19.6
535,2010,0.001350733,Diesel,2105,105.0,755961.4148,audi-a4-2010-Diesel,15.4
536,2010,0.001280399,Benzin,1190,50.0,113600.2144,peugeot-107-2010-Benzin,22.2
537,2010,0.001243094,Diesel,1885,66.0,265272.2401,ford-focus-2010-Diesel,22.7
538,2010,0.001211619,Benzin,1615,48.0,148928.1886,opel-corsa-2010-Benzin,20.0
539,2010,0.001177811,Diesel,2290,103.0,418651.6613,ford-mondeo-2010-Diesel,19.2
540,2010,0.00117276,Diesel,1654,66.0,182200.4287,peugeot-207-2010-Diesel,22.2
541,2010,0.001020045,Benzin,1250,50.0,101811.3612,suzuki-alto-2010-Benzin,22.7
542,2010,0.00098818,Diesel,2285,118.0,349598.0707,opel-insignia-2010-Diesel,16.6
543,2010,0.000978854,Benzin,2000,97.0,306486.6024,toyota-avensis-2010-Benzin,15.2
544,2010,0.000896862,Benzin,1495,88.0,148875.6699,ford-fiesta-2010-Benzin,18.2
545,2010,0.000840517,Diesel,1820,66.0,182201.5005,hyundai-i30-2010-Diesel,22.2
546,2010,0.000818367,Diesel,2085,76.0,300093.2476,nissan-qashqai-2010-Diesel,19.2
547,2010,0.000811373,Benzin,1415,49.0,104915.3269,hyundai-i10-2010-Benzin,20.0
548,2010,0.000793886,Diesel,1948,66.0,241143.6227,peugeot-308-2010-Diesel,20.4
549,2010,0.000791943,Diesel,1476,50.0,139324.7588,peugeot-206-2010-Diesel,23.8
550,2010,0.000781063,Benzin,1350,48.0,101818.8639,kia-picanto-2010-Benzin,20.8
551,2010,0.000775622,Benzin,1980,132.0,429211.1468,audi-a4-2010-Benzin,13.7
552,2010,0.000733266,Diesel,1545,50.0,148875.6699,ford-fiesta-2010-Diesel,24.4
553,2010,0.000704122,Benzin,1480,69.0,150040.7288,suzuki-swift-2010-Benzin,20.4
554,2010,0.000690133,Benzin,1515,57.0,139331.1897,hyundai-i20-2010-Benzin,19.2
555,2010,0.000689744,Benzin,1639,51.0,138264.7374,skoda-fabia-2010-Benzin,19.2
556,2010,0.000672258,Benzin,1503,62.0,117893.8907,chevrolet-aveo-2010-Benzin,18.5
557,2010,0.000656326,Benzin,1320,51.0,107130.761,ford-ka-2010-Benzin,19.6
558,2010,0.000596872,Benzin,1610,79.0,198274.3837,suzuki-sx4-2010-Benzin,13.9
559,2010,0.000539749,Diesel,1970,77.0,213291.5327,skoda-octavia-2010-Diesel,22.7
560,2010,0.000538195,Benzin,1485,63.0,160763.1297,mazda-2-2010-Benzin,19.2
561,2010,0.000537418,Diesel,1600,70.0,148928.1886,opel-corsa-2010-Diesel,21.3
562,2010,0.000529646,Diesel,1674,66.0,138264.7374,skoda-fabia-2010-Diesel,24.4
563,2010,0.000526149,Benzin,1480,74.0,192919.6141,toyota-yaris-2010-Benzin,19.6
564,2010,0.000474466,Benzin,1485,48.0,123244.373,suzuki-splash-2010-Benzin,20.0
565,2010,0.00045426,Benzin,1465,70.0,160770.6324,mitsubishi-colt-2010-Benzin,20.0
566,2010,0.000442602,Benzin,1905,85.0,276420.1501,opel-astra-2010-Benzin,15.9
567,2010,0.000426281,Benzin,1305,44.0,96452.30439,fiat-panda-2010-Benzin,20.0
568,2010,0.000421618,Benzin,1940,77.0,213291.5327,skoda-octavia-2010-Benzin,15.9
569,2010,0.00042123,Diesel,1900,80.0,347267.9528,volvo-v50-2010-Diesel,25.6
