,Year,Shares,Fuel,Weight (kg),Engine effect (kW),Prices (2015-DKK),key,kmL
570,2010,0.000417733,Diesel,1920,77.0,317473.7406,audi-a3-2010-Diesel,18.5
571,2010,0.00041579,Benzin,2000,114.0,332264.7374,mazda-6-2010-Benzin,14.9
572,2010,0.000413069,Diesel,2157,125.0,341909.9678,skoda-superb-2010-Diesel,16.4
573,2010,0.000399857,Diesel,2140,93.0,306486.6024,toyota-avensis-2010-Diesel,17.9
574,2010,0.000394806,Benzin,1830,84.0,407279.7428,nissan-qashqai-2010-Benzin,14.9
575,2010,0.000390531,Diesel,2290,125.0,509174.7053,audi-a6-2010-Diesel,16.9
576,2010,0.000364107,Diesel,2020,80.0,310816.7203,peugeot-3008-2010-Diesel,17.9
577,2010,0.000360999,Benzin,1820,80.0,182201.5005,hyundai-i30-2010-Benzin,17.5
578,2010,0.000360221,Diesel,1900,81.0,276420.1501,opel-astra-2010-Diesel,21.3
579,2010,0.000351284,Benzin,1250,50.0,96453.37621,nissan-pixo-2010-Benzin,22.7
580,2010,0.000322917,Benzin,1750,97.0,254270.0965,toyota-auris-2010-Benzin,15.4
581,2010,0.000315534,Diesel,2505,103.0,462752.4116,ford-galaxy-2010-Diesel,13.9
582,2010,0.000272789,Benzin,1765,80.0,171482.3151,chevrolet-nubira-2010-Benzin,12.8
583,2010,0.000256468,Diesel,1525,66.0,192919.6141,toyota-yaris-2010-Diesel,23.8
584,2010,0.000251417,Diesel,2380,176.0,701207.9314,audi-q5-2010-Diesel,14.9
585,2010,0.000243256,Diesel,1800,68.0,275401.9293,citron-c4-2010-Diesel,23.8
586,2010,0.00023937,Diesel,1930,110.0,224214.3623,chevrolet-cruze-2010-Diesel,18.2
587,2010,0.000237428,Diesel,1591,55.0,164948.5531,seat-ibiza-2010-Diesel,27.0
588,2010,0.00022849,Diesel,2000,120.0,332264.7374,mazda-6-2010-Diesel,18.5
589,2010,0.000224216,Benzin,1905,77.0,225615.2197,opel-meriva-2010-Benzin,16.4
590,2010,0.000221495,Benzin,2040,162.0,349598.0707,opel-insignia-2010-Benzin,10.4
591,2010,0.00021761,Benzin,1555,73.0,201393.3548,honda-jazz-2010-Benzin,18.2
592,2010,0.000212169,Benzin,1820,74.0,265272.2401,ford-focus-2010-Benzin,14.9
593,2010,0.000209838,Diesel,2285,105.0,562377.2776,audi-a5-2010-Diesel,15.1
594,2010,0.000207506,Benzin,1526,63.0,164948.5531,seat-ibiza-2010-Benzin,16.7
595,2010,0.000205175,Benzin,2307,118.0,341909.9678,skoda-superb-2010-Benzin,13.7
596,2010,0.00020362,Benzin,2300,149.0,418651.6613,ford-mondeo-2010-Benzin,12.7
597,2010,0.00019546,Benzin,1770,77.0,262595.9271,mazda-3-2010-Benzin,13.2
598,2010,0.000182248,Diesel,2310,151.0,514795.284,volvo-v70-2010-Diesel,20.4
599,2010,0.000181082,Benzin,1785,92.0,317473.7406,audi-a3-2010-Benzin,18.2
600,2010,0.000175642,Benzin,2285,132.0,562377.2776,audi-a5-2010-Benzin,15.4
601,2010,0.000175642,Benzin,1671,72.0,182200.4287,peugeot-207-2010-Benzin,16.9
602,2010,0.000172145,Benzin,2125,108.0,387125.4019,toyota-verso-2010-Benzin,14.5
603,2010,0.000167093,Diesel,2020,80.0,316173.6334,peugeot-407-2010-Diesel,20.4
604,2010,0.000163984,Benzin,1793,83.0,224214.3623,chevrolet-cruze-2010-Benzin,14.7
605,2010,0.000155435,Diesel,3190,176.0,1113740.622,audi-q7-2010-Diesel,10.2
606,2010,0.000144943,Benzin,1960,115.0,431939.9786,honda-accord-2010-Benzin,11.1
607,2010,0.000139115,Benzin,1421,44.1,139324.7588,peugeot-206-2010-Benzin,15.9
608,2010,0.000136783,Diesel,1830,80.0,262595.9271,mazda-3-2010-Diesel,22.7
609,2010,0.000132509,Diesel,2260,93.0,387125.4019,toyota-verso-2010-Diesel,17.9
610,2010,0.000125903,Benzin,1546,65.0,182199.3569,nissan-note-2010-Benzin,16.9
611,2010,0.000116577,Benzin,2220,125.0,509174.7053,audi-a6-2010-Benzin,13.3
612,2010,0.000114245,Benzin,1750,103.0,235156.4845,honda-civic-2010-Benzin,16.9
613,2010,0.000111136,Diesel,1800,85.0,192923.9014,kia-venga-2010-Diesel,23.3
614,2010,0.000108416,Diesel,2670,258.0,1839495.177,audi-a8-2010-Diesel,13.2
615,2010,0.000108028,Diesel,1760,66.0,254270.0965,toyota-auris-2010-Diesel,20.8
616,2010,0.00010453,Benzin,2125,107.0,335466.2379,mazda-5-2010-Benzin,12.7
617,2010,9.79e-05,Benzin,1940,88.0,241143.6227,peugeot-308-2010-Benzin,14.9
618,2010,9.52e-05,Benzin,2285,245.0,1112673.098,audi-s5-2010-Benzin,10.3
619,2010,9.05e-05,Diesel,2235,92.0,353687.0311,opel-zafira-2010-Diesel,16.4
620,2010,8.59e-05,Diesel,2025,77.0,294640.9432,seat-altea-2010-Diesel,22.2
621,2010,8.51e-05,Benzin,1800,103.0,217573.4191,mitsubishi-lancer-2010-Benzin,14.1
622,2010,7.77e-05,Diesel,1540,66.0,160763.1297,mazda-2-2010-Diesel,23.8
623,2010,7.58e-05,Diesel,1965,55.0,225615.2197,opel-meriva-2010-Diesel,22.2
624,2010,7.58e-05,Diesel,1525,55.0,150040.7288,suzuki-swift-2010-Diesel,22.2
625,2010,7.5e-05,Benzin,1475,59.0,183269.0247,nissan-micra-2010-Benzin,16.9
626,2010,7.5e-05,Benzin,1710,66.0,192923.9014,kia-venga-2010-Benzin,16.9
627,2010,6.96e-05,Diesel,1820,77.0,264630.2251,seat-leon-2010-Diesel,26.3
628,2010,6.84e-05,Diesel,1790,88.0,198274.3837,suzuki-sx4-2010-Diesel,18.9
629,2010,6.64e-05,Benzin,1655,77.0,201501.6077,skoda-roomster-2010-Benzin,14.7
630,2010,6.3e-05,Diesel,1635,66.0,139331.1897,hyundai-i20-2010-Diesel,22.7
631,2010,6.22e-05,Benzin,1370,56.0,141370.8467,renault-twingo-2010-Benzin,19.6
632,2010,5.6e-05,Benzin,1819,92.0,264630.2251,seat-leon-2010-Benzin,16.1
633,2010,5.01e-05,Benzin,1645,86.0,346182.2079,nissan-juke-2010-Benzin,16.7
634,2010,4.9e-05,Benzin,1700,74.0,282852.09,volvo-c30-2010-Benzin,14.3
635,2010,4.74e-05,Benzin,1770,88.0,230428.7245,fiat-bravo-2010-Benzin,14.9
636,2010,4.74e-05,Diesel,1530,55.0,123244.373,suzuki-splash-2010-Diesel,22.2
637,2010,4.39e-05,Benzin,1710,66.0,219715.97,hyundai-ix20-2010-Benzin,17.9
638,2010,4e-05,Diesel,2335,150.0,975348.3387,audi-a7-2010-Diesel,16.7
639,2010,3.65e-05,Diesel,1420,55.0,153259.3783,fiat-500-2010-Diesel,23.8
640,2010,3.5e-05,Diesel,1800,66.0,219715.97,hyundai-ix20-2010-Diesel,23.3
641,2010,3.46e-05,Benzin,2020,386.0,3479742.765,audi-r8-2010-Benzin,7.2
642,2010,3.19e-05,Benzin,1650,80.0,192919.6141,chevrolet-lacetti-2010-Benzin,13.9
643,2010,3.15e-05,Diesel,1610,63.0,182199.3569,nissan-note-2010-Diesel,23.3
644,2010,2.95e-05,Benzin,1680,93.0,214359.0568,kia-soul-2010-Benzin,15.4
645,2010,3.07e-05,Diesel,2110,120.0,521972.1329,volvo-s60-2010-Diesel,16.9
646,2010,3.03e-05,Benzin,2525,273.0,1839495.177,audi-a8-2010-Benzin,10.3
647,2010,2.99e-05,Benzin,1575,90.0,317001.0718,audi-a1-2010-Benzin,19.2
648,2010,2.6e-05,Diesel,1780,94.0,214359.0568,kia-soul-2010-Diesel,19.2
649,2010,2.95e-05,Diesel,1965,81.0,278563.7728,skoda-yeti-2010-Diesel,18.5
650,2010,2.72e-05,Diesel,2200,129.0,552950.6967,volvo-s80-2010-Diesel,22.2
651,2010,2.56e-05,Diesel,2060,120.0,494534.8339,ford-kuga-2010-Diesel,16.4
652,2010,2.53e-05,Diesel,1900,90.0,282852.09,volvo-c30-2010-Diesel,26.3
653,2010,2.06e-05,Benzin,2415,155.0,701207.9314,audi-q5-2010-Benzin,10.8
654,2010,1.9e-05,Benzin,1890,77.0,278563.7728,skoda-yeti-2010-Benzin,15.6
655,2010,1.79e-05,Diesel,1777,77.0,201501.6077,skoda-roomster-2010-Diesel,18.9
656,2010,1.55e-05,Benzin,2450,107.0,462752.4116,ford-galaxy-2010-Benzin,12.2
657,2010,1.28e-05,Diesel,1880,80.0,337624.866,volvo-s40-2010-Diesel,20.4
658,2010,1.2e-05,Benzin,2020,88.0,310816.7203,peugeot-3008-2010-Benzin,14.1
659,2010,0.000755027,Diesel,2276,103.0,423066.4523,citron-c5-2010-Diesel,14.5
660,2010,0.000585991,Diesel,1920,80.0,307610.9325,ford-c-max-2010-Diesel,22.2
661,2010,0.000744924,Diesel,2505,103.0,505198.2851,ford-s-max-2010-Diesel,15.2
662,2010,2.1e-05,Benzin,1660,88.0,431830.6538,mini-cooper-2010-Benzin,18.5
663,2010,2.64e-05,Benzin,1780,115.0,482306.538,peugeot-rcz-2010-Benzin,14.9
664,2010,0.000359056,Diesel,2860,176.0,1290883.173,porsche-cayenne-2010-Diesel,13.5
665,2010,2.02e-05,Diesel,2050,108.0,460770.6324,subaru-forester-2010-Diesel,15.9
666,2010,1.87e-05,Benzin,2030,123.0,502678.4566,subaru-legacy-2010-Benzin,9.4
667,2010,1.32e-05,Diesel,2085,110.0,502678.4566,subaru-legacy-2010-Diesel,15.9
668,2010,5.56e-05,Diesel,2200,120.0,539123.2583,volvo-v60-2010-Diesel,16.4
669,2011,4.26e-05,Benzin,2280,309.0,1715220.021,bmw-m3-2011-Benzin,8.7
670,2011,1.39e-05,Benzin,2150,110.0,544677.7894,bmw-x1-2011-Benzin,11.9
671,2011,0.000103696,Diesel,2160,130.0,544677.7894,bmw-x1-2011-Diesel,19.2
672,2011,3.6e-05,Benzin,3025,225.0,1157142.857,bmw-x5-2011-Benzin,9.9
673,2011,0.00022906,Diesel,3000,225.0,1157142.857,bmw-x5-2011-Diesel,13.3
674,2011,1.28e-05,Benzin,2905,408.0,1245773.723,bmw-x6-2011-Benzin,7.2
675,2011,4.49e-05,El,1450,35.0,287398.3316,citron-c-zero-2011-El,150.0
676,2011,2.21e-05,Benzin,2200,365.0,3858185.61,ferrari-california-2011-Benzin,7.6
677,2011,6.66e-05,Diesel,2180,110.0,417203.3368,honda-accord-2011-Diesel,17.5
678,2011,2.36e-05,Diesel,2140,135.0,354529.7185,hyundai-ix35-2011-Diesel,18.5
679,2011,2.13e-05,Benzin,1700,103.0,354529.7185,hyundai-veloster-2011-Benzin,16.9
680,2011,3.79e-05,Diesel,2360,177.0,1006254.432,jaguar-xf-2011-Diesel,14.7
681,2011,2.48e-05,Diesel,2365,202.0,1653494.265,jaguar-xj-2011-Diesel,13.9
682,2011,2.82e-05,Benzin,2250,323.0,3451511.992,maserati-granturismo-2011-Benzin,6.9
683,2011,5.18e-05,Diesel,2125,85.0,347760.1668,mazda-5-2011-Diesel,19.2
684,2011,0.00122694,Benzin,1190,50.0,106552.659,citron-c1-2011-Benzin,22.2
685,2011,0.000390021,Diesel,1779,68.0,216220.0209,citron-c3-2011-Diesel,26.3
686,2011,0.000774624,Diesel,1790,68.0,311309.6976,citron-c4-2011-Diesel,23.8
687,2011,0.002228689,Benzin,1367,60.0,89571.42857,chevrolet-spark-2011-Benzin,20.0
688,2011,0.001808488,Benzin,1190,50.0,89987.48697,toyota-aygo-2011-Benzin,22.2
689,2011,0.001675773,Benzin,1190,50.0,105830.0313,peugeot-107-2011-Benzin,22.2
690,2011,0.001346113,Diesel,1820,66.0,177262.7737,hyundai-i30-2011-Diesel,22.2
691,2011,0.001337213,Diesel,2105,100.0,474566.2148,audi-a4-2011-Diesel,20.8
692,2011,0.001305099,Benzin,1480,69.0,145972.8884,suzuki-swift-2011-Benzin,20.4
693,2011,0.001201016,Benzin,1405,63.0,88628.77998,hyundai-i10-2011-Benzin,21.7
694,2011,0.001189408,Benzin,1565,74.0,147496.3504,opel-corsa-2011-Benzin,20.0
695,2011,0.001175092,Benzin,1340,51.0,93846.71533,kia-picanto-2011-Benzin,24.4
696,2011,0.001151489,Diesel,2335,120.0,393328.4672,ford-mondeo-2011-Diesel,18.9
697,2011,0.001115892,Diesel,1930,81.0,356613.1387,nissan-qashqai-2011-Diesel,19.2
698,2011,0.001042763,Benzin,1305,63.0,149104.2753,fiat-500-2011-Benzin,20.8
699,2011,0.001031543,Benzin,2000,108.0,298177.268,toyota-avensis-2011-Benzin,15.2
700,2011,0.00099788,Diesel,2005,82.0,327413.9729,peugeot-508-2011-Diesel,20.8
701,2011,0.000954931,Diesel,1743,68.0,163702.8154,peugeot-207-2011-Diesel,23.8
702,2011,0.000876386,Benzin,1250,50.0,93837.33055,suzuki-alto-2011-Benzin,22.7
703,2011,0.000828407,Benzin,1570,51.0,129302.3983,skoda-fabia-2011-Benzin,16.9
704,2011,0.000791262,Diesel,1970,82.0,218967.6747,peugeot-308-2011-Diesel,22.7
705,2011,0.000790875,Benzin,2125,97.0,284189.781,toyota-verso-2011-Benzin,14.7
706,2011,0.000775398,Diesel,1885,80.0,265901.9812,ford-focus-2011-Diesel,22.7
707,2011,0.000744831,Benzin,1515,57.0,119912.4088,hyundai-i20-2011-Benzin,19.6
708,2011,0.000710008,Benzin,1320,51.0,104262.7737,ford-ka-2011-Benzin,20.4
709,2011,0.000699174,Diesel,2225,180.0,661800.8342,audi-a6-2011-Diesel,19.2
710,2011,0.000699174,Diesel,1493,50.0,135547.4453,peugeot-206-2011-Diesel,25.0
711,2011,0.000698787,Benzin,1305,51.0,88518.24818,fiat-panda-2011-Benzin,20.4
712,2011,0.000669381,Diesel,2285,118.0,343249.2179,opel-insignia-2011-Diesel,17.2
713,2011,0.000609407,Benzin,1530,71.0,144211.6788,ford-fiesta-2011-Benzin,18.2
714,2011,0.000579614,Diesel,2030,92.0,218874.8697,opel-astra-2011-Diesel,20.0
715,2011,0.000564911,Benzin,1503,63.0,120953.0761,chevrolet-aveo-2011-Benzin,18.2
716,2011,0.000559881,Benzin,1470,73.0,135546.4025,toyota-yaris-2011-Benzin,18.5
717,2011,0.000541695,Diesel,1635,70.0,147496.3504,opel-corsa-2011-Diesel,27.8
718,2011,0.000535891,Benzin,1485,48.0,114694.4734,suzuki-splash-2011-Benzin,20.0
719,2011,0.000526605,Diesel,1545,70.0,144211.6788,ford-fiesta-2011-Diesel,24.4
720,2011,0.000524284,Benzin,1905,103.0,218874.8697,opel-astra-2011-Benzin,15.9
721,2011,0.000522349,Benzin,2065,132.0,474566.2148,audi-a4-2011-Benzin,13.9
722,2011,0.000520801,Diesel,1990,77.0,212720.5422,skoda-octavia-2011-Diesel,22.2
723,2011,0.000517319,Diesel,2130,93.0,298177.268,toyota-avensis-2011-Diesel,18.5
724,2011,0.000507259,Benzin,1880,77.0,212720.5422,skoda-octavia-2011-Benzin,15.9
725,2011,0.00049952,Benzin,1465,70.0,114698.6444,mitsubishi-colt-2011-Benzin,19.6
726,2011,0.000468566,Benzin,1485,62.0,152231.4911,mazda-2-2011-Benzin,19.6
727,2011,0.000463536,Benzin,1650,88.0,198110.5318,suzuki-sx4-2011-Benzin,16.1
728,2011,0.000461215,Benzin,1370,55.0,104171.0115,renault-twingo-2011-Benzin,21.3
729,2011,0.000427939,Benzin,1830,86.0,345974.9739,nissan-qashqai-2011-Benzin,12.8
730,2011,0.00039389,Diesel,2260,93.0,284189.781,toyota-verso-2011-Diesel,18.9
731,2011,0.000375704,Benzin,1900,77.0,265901.9812,ford-focus-2011-Benzin,16.7
732,2011,0.000372222,Diesel,2109,125.0,332637.122,skoda-superb-2011-Diesel,22.7
733,2011,0.000371835,Diesel,1674,55.0,129302.3983,skoda-fabia-2011-Diesel,23.8
734,2011,0.000366031,Benzin,1418,54.0,135547.4453,peugeot-206-2011-Benzin,16.7
735,2011,0.000356358,Benzin,2000,114.0,323253.3889,mazda-6-2011-Benzin,14.5
736,2011,0.00034475,Diesel,1665,55.0,143794.5777,seat-ibiza-2011-Diesel,29.4
737,2011,0.000308766,Diesel,1880,77.0,266260.6882,audi-a3-2011-Diesel,22.7
738,2011,0.00064307,Diesel,2153,82.0,379843.5871,citron-c5-2011-Diesel,16.1
739,2011,0.000289033,Diesel,2080,82.0,281534.9322,peugeot-3008-2011-Diesel,15.2
740,2011,0.000281682,Diesel,2250,82.0,333669.4473,peugeot-5008-2011-Diesel,18.9
741,2011,0.000263883,Benzin,1805,97.0,258298.2273,toyota-auris-2011-Benzin,15.2
742,2011,0.000254597,Diesel,1525,66.0,135546.4025,toyota-yaris-2011-Diesel,25.6
743,2011,0.000239507,Diesel,2445,125.0,645914.4943,audi-q5-2011-Diesel,16.1
744,2011,0.000232929,Benzin,1610,73.0,203232.5339,honda-jazz-2011-Benzin,18.2
745,2011,0.000227125,Benzin,1920,88.0,236600.6257,opel-meriva-2011-Benzin,16.4
746,2011,0.000218613,Diesel,2145,95.0,323253.3889,mazda-6-2011-Diesel,18.9
747,2011,0.000218226,Diesel,2200,84.0,455372.2628,volvo-v60-2011-Diesel,17.5
748,2011,0.000217065,Benzin,1425,72.0,131374.3483,nissan-micra-2011-Benzin,20.0
749,2011,0.00020894,Benzin,1824,104.0,241391.0323,chevrolet-cruze-2011-Benzin,15.2
750,2011,0.000205457,Benzin,1830,92.0,266260.6882,audi-a3-2011-Benzin,18.2
751,2011,0.00020507,Diesel,1900,84.0,338792.4922,volvo-v50-2011-Diesel,23.3
752,2011,0.000203136,Diesel,2505,120.0,720234.6194,volvo-xc60-2011-Diesel,16.9
753,2011,0.000192302,Benzin,1500,63.0,143794.5777,seat-ibiza-2011-Benzin,18.5
754,2011,0.000178759,Benzin,1490,63.0,227573.5141,audi-a1-2011-Benzin,18.9
755,2011,0.000176438,Diesel,1930,120.0,241391.0323,chevrolet-cruze-2011-Diesel,17.9
756,2011,0.000169086,Benzin,2200,107.0,393328.4672,ford-mondeo-2011-Benzin,13.0
757,2011,0.000164443,Benzin,1671,88.0,163702.8154,peugeot-207-2011-Benzin,16.7
758,2011,0.000163669,Diesel,2310,84.0,547449.4265,volvo-v70-2011-Diesel,22.2
759,2011,0.000157865,Benzin,1690,103.0,312719.4995,honda-civic-2011-Benzin,14.9
760,2011,0.000154383,Diesel,2085,125.0,523142.8571,audi-a5-2011-Diesel,17.2
761,2011,0.000152062,Diesel,3265,180.0,1094978.102,audi-q7-2011-Diesel,10.2
762,2011,0.000302575,Diesel,1602,68.0,247026.0688,citron-ds3-2011-Diesel,27.8
763,2011,0.000151288,Benzin,2160,104.0,239827.9458,chevrolet-orlando-2011-Benzin,14.3
764,2011,0.000151288,Diesel,1815,136.0,234617.3097,mazda-3-2011-Diesel,22.7
765,2011,0.00014471,Benzin,1546,65.0,177259.6455,nissan-note-2011-Benzin,16.9
766,2011,0.000138906,Benzin,1745,77.0,234617.3097,mazda-3-2011-Benzin,15.4
767,2011,0.000136972,Benzin,2030,132.0,523142.8571,audi-a5-2011-Benzin,13.3
768,2011,0.000130781,Benzin,2420,150.0,661800.8342,audi-a6-2011-Benzin,13.5
769,2011,0.000130007,Benzin,1820,80.0,177262.7737,hyundai-i30-2011-Benzin,17.2
770,2011,0.00012962,Benzin,1375,118.0,347760.1668,mazda-5-2011-Benzin,14.5
771,2011,0.00012962,Diesel,2315,135.0,822177.268,bmw-x3-2011-Diesel,16.7
772,2011,0.000126525,Benzin,1645,86.0,251712.2002,nissan-juke-2011-Benzin,16.7
773,2011,0.000116464,Diesel,1810,94.0,210007.2993,kia-venga-2011-Diesel,23.3
774,2011,0.000116078,Benzin,1922,88.0,218967.6747,peugeot-308-2011-Benzin,15.6
775,2011,0.000109887,Benzin,2025,132.0,343249.2179,opel-insignia-2011-Benzin,13.2
776,2011,0.000105244,Diesel,1540,70.0,152231.4911,mazda-2-2011-Diesel,23.8
777,2011,0.000100987,Diesel,1970,77.0,250158.4984,seat-altea-2011-Diesel,22.2
778,2011,9.94e-05,Diesel,2120,100.0,312821.6893,hyundai-i40-2011-Diesel,23.3
779,2011,9.91e-05,Diesel,2020,70.0,236600.6257,opel-meriva-2011-Diesel,22.2
780,2011,9.63e-05,Benzin,1250,50.0,93838.37331,nissan-pixo-2011-Benzin,22.7
781,2011,9.32e-05,Benzin,2297,191.0,332637.122,skoda-superb-2011-Benzin,14.5
782,2011,8.82e-05,Diesel,1890,66.0,258298.2273,toyota-auris-2011-Diesel,20.8
783,2011,8.63e-05,Diesel,1590,77.0,227573.5141,audi-a1-2011-Diesel,25.6
784,2011,7.43e-05,Diesel,1735,81.0,251712.2002,nissan-juke-2011-Diesel,19.6
785,2011,7.2e-05,Diesel,2660,184.0,1800781.022,audi-a8-2011-Diesel,13.5
786,2011,7.08e-05,Benzin,2280,150.0,949088.634,audi-a7-2011-Benzin,12.2
787,2011,7e-05,Diesel,1820,77.0,224087.5912,seat-leon-2011-Diesel,23.8
788,2011,6.93e-05,Diesel,1710,55.0,208019.8123,fiat-qubo-2011-Diesel,22.7
789,2011,6.81e-05,Benzin,1655,77.0,202294.0563,skoda-roomster-2011-Benzin,17.5
790,2011,6.62e-05,Benzin,1775,77.0,224087.5912,seat-leon-2011-Benzin,18.5
791,2011,6.62e-05,Benzin,2380,245.0,1082506.778,audi-s5-2011-Benzin,10.6
792,2011,6.07e-05,Diesel,2060,103.0,488530.7612,ford-kuga-2011-Diesel,16.9
793,2011,5.8e-05,Diesel,1610,66.0,177259.6455,nissan-note-2011-Diesel,23.8
794,2011,5.77e-05,Diesel,2175,81.0,359427.5287,opel-zafira-2011-Diesel,19.6
795,2011,5.77e-05,Benzin,2190,132.0,547449.4265,volvo-v70-2011-Benzin,13.0
796,2011,5.65e-05,Benzin,2030,115.0,417203.3368,honda-accord-2011-Benzin,11.5
797,2011,5.03e-05,Diesel,1635,66.0,119912.4088,hyundai-i20-2011-Diesel,23.8
798,2011,4.88e-05,Benzin,1710,66.0,203330.5527,hyundai-ix20-2011-Benzin,17.9
799,2011,4.26e-05,Benzin,1939,92.0,250158.4984,seat-altea-2011-Benzin,17.5
800,2011,4.06e-05,Benzin,1995,115.0,327413.9729,peugeot-508-2011-Benzin,15.6
801,2011,3.87e-05,Diesel,2090,120.0,439318.0396,volvo-s60-2011-Diesel,16.9
802,2011,3.64e-05,Diesel,1800,57.0,203330.5527,hyundai-ix20-2011-Diesel,23.3
803,2011,3.44e-05,Benzin,2100,224.0,455372.2628,volvo-v60-2011-Benzin,9.8
804,2011,3.29e-05,Benzin,1215,50.0,176070.9072,toyota-iq-2011-Benzin,22.7
805,2011,2.86e-05,Diesel,2020,103.0,312815.4327,peugeot-407-2011-Diesel,20.4
806,2011,2.71e-05,Benzin,2365,155.0,645914.4943,audi-q5-2011-Benzin,11.6
807,2011,2.48e-05,Benzin,2020,132.0,439318.0396,volvo-s60-2011-Benzin,15.2
808,2011,1.9e-05,Diesel,1955,103.0,406673.6184,skoda-yeti-2011-Diesel,16.7
809,2011,1.78e-05,Benzin,2050,130.0,312821.6893,hyundai-i40-2011-Benzin,13.0
810,2011,1.78e-05,Benzin,2025,386.0,3385566.215,audi-r8-2011-Benzin,7.2
811,2011,1.63e-05,Diesel,1420,70.0,149104.2753,fiat-500-2011-Diesel,25.6
812,2011,1.39e-05,Diesel,1560,55.0,145972.8884,suzuki-swift-2011-Diesel,24.4
813,2011,1.32e-05,Benzin,2225,115.0,333669.4473,peugeot-5008-2011-Benzin,14.0
814,2011,0.000190367,Benzin,1900,77.0,316205.4223,ford-c-max-2011-Benzin,15.2
815,2011,0.000227125,Diesel,1915,80.0,318452.5547,ford-c-max-2011-Diesel,22.7
816,2011,0.000322696,Diesel,2505,103.0,508811.2617,ford-galaxy-2011-Diesel,17.5
817,2011,0.000832276,Diesel,2505,103.0,573513.0344,ford-s-max-2011-Diesel,16.7
818,2011,0.000155931,Benzin,2050,110.0,453597.4974,honda-cr-v-2011-Benzin,12.2
819,2011,2.55e-05,Benzin,1525,90.0,431250.2607,mini-cooper-2011-Benzin,17.5
820,2011,3.71e-05,Diesel,1850,105.0,431250.2607,mini-cooper-2011-Diesel,26.3
821,2011,5.38e-05,Diesel,1990,110.0,287791.4494,mitsubishi-lancer-2011-Diesel,18.9
822,2011,1.78e-05,Benzin,1780,147.0,469228.3629,peugeot-rcz-2011-Benzin,14.9
823,2011,0.00032966,Diesel,2860,176.0,1600856.1,porsche-cayenne-2011-Diesel,13.9
824,2011,1.66e-05,Diesel,2370,100.0,547340.9802,seat-alhambra-2011-Diesel,16.9
825,2011,2.32e-05,Diesel,1880,84.0,361525.5474,volvo-s40-2011-Diesel,23.3
826,2012,5.01e-05,Benzin,2410,412.0,2023116.09,bmw-m5-2012-Benzin,10.1
827,2012,0.000157313,Diesel,2390,230.0,801801.4257,bmw-x3-2012-Diesel,16.7
828,2012,1.89e-05,Benzin,2790,408.0,1130040.733,bmw-x5-2012-Benzin,7.1
829,2012,0.000200497,Diesel,2875,180.0,1130040.733,bmw-x5-2012-Diesel,13.3
830,2012,6.17e-05,Diesel,2750,280.0,1259673.116,bmw-x6-2012-Diesel,13.3
831,2012,3.32e-05,El,1450,35.0,219949.0835,citron-c-zero-2012-El,150.0
832,2012,1.7e-05,Benzin,2200,365.0,3767820.774,ferrari-california-2012-Benzin,8.7
833,2012,3.16e-05,Diesel,2060,120.0,480754.5825,ford-kuga-2012-Diesel,16.9
834,2012,6.9e-05,Diesel,2125,110.0,429023.4216,honda-accord-2012-Diesel,18.5
835,2012,4.78e-05,Diesel,2360,202.0,809570.2648,jaguar-xf-2012-Diesel,15.9
836,2012,1.27e-05,Diesel,2365,202.0,2973523.422,jaguar-xj-2012-Diesel,16.7
837,2012,0.001209152,Benzin,1190,50.0,86542.76986,citron-c1-2012-Benzin,23.3
838,2012,0.000357039,Diesel,1779,68.0,230129.3279,citron-c3-2012-Diesel,27.8
839,2012,0.000456131,Diesel,1790,84.0,239598.778,citron-c4-2012-Diesel,23.8
840,2012,0.000189316,Diesel,1625,68.0,246730.1426,citron-ds3-2012-Diesel,27.8
841,2012,0.002803876,Benzin,1190,50.0,85840.1222,toyota-aygo-2012-Benzin,22.2
842,2012,0.002410593,Diesel,2485,230.0,650956.2118,audi-a6-2012-Diesel,17.2
843,2012,0.002058566,Benzin,1340,51.0,96637.47454,kia-picanto-2012-Benzin,22.2
844,2012,0.001906265,Benzin,1190,50.0,97242.36253,peugeot-107-2012-Benzin,22.2
845,2012,0.001800619,Diesel,2105,100.0,778330.9572,audi-a4-2012-Diesel,21.7
846,2012,0.001541515,Benzin,1290,44.0,99694.50102,skoda-citigo-2012-Benzin,22.2
847,2012,0.001450134,Benzin,1367,60.0,87473.52342,chevrolet-spark-2012-Benzin,20.0
848,2012,0.001139749,Diesel,1930,96.0,250501.0183,nissan-qashqai-2012-Diesel,19.2
849,2012,0.001131267,Benzin,1430,73.0,134417.5153,toyota-yaris-2012-Benzin,20.8
850,2012,0.001074973,Benzin,1405,63.0,87691.44603,hyundai-i10-2012-Benzin,21.7
851,2012,0.00105261,Benzin,1370,63.0,122187.3727,fiat-500-2012-Benzin,25.0
852,2012,0.001023692,Benzin,1495,44.0,126887.9837,ford-fiesta-2012-Benzin,18.5
853,2012,0.001015595,Diesel,1920,66.0,188383.9104,hyundai-i30-2012-Diesel,22.2
854,2012,0.000993232,Benzin,1480,69.0,132372.7088,suzuki-swift-2012-Benzin,20.4
855,2012,0.000980508,Benzin,1515,57.0,112014.2566,hyundai-i20-2012-Benzin,19.6
856,2012,0.000941565,Benzin,1305,63.0,72628.30957,fiat-panda-2012-Benzin,20.4
