Year;Make-model-year-fuel;Make;Model;Variant;Size segment;Fuel-size segment;No. of registrations;Shares;Prices (2015-DKK);Ownership cost (DKK);Weight (kg);Fuel;Engine effect (kW);Horsepower;Size (m3);Footprint (m�);Cost/km (DKK);fuelPrice (DKK/unit)
2013;mercedes-benz-glk220-2013-Diesel;mercedes-benz;glk220;H7S2M1;Large;DieselLarge;35;1.34E-05;803246.4646;711126.9745;2455;Diesel;125;170;14.16984;8.3352;0.74601227;12.16
2013;nissan-leaf-2013-El;nissan;leaf;El 5-dørs HB 2WD Aut.;Small;ElSmall;192;7.36E-05;256252.5253;221954.7323;1945;El;0;109;12.208575;7.8765;0.217175299;226.2242701
2013;mercedes-benz-ml350-2013-Diesel;mercedes-benz;ml350;A2BSP1;Large;DieselLarge;533;0.000204381;1208989.899;1068762.891;2950;Diesel;190;269.4285714;16.6752;23.04;0.900740741;12.16
2013;renault-zoe-2013-El;renault;zoe;Z.E. Aut.;Small;ElSmall;122;4.68E-05;176666.6667;152138.7917;1943;El;43;88;11.011104;7.0584;0.207372248;226.2242701
2013;volkswagen-up-2013-El;volkswagen;up;E-UP! ELEKTRO MOTOR 82HK 5 dørs AUTOMATISK 1 TRINS;Small;ElSmall;40;1.53E-05;188196.9697;214774.5548;1500;El;60;65.3943662;8.650344;5.8056;0.268641321;226.1608191
2013;mercedes-benz-s350-2013-Diesel;mercedes-benz;s350;218;Large;DieselLarge;364;1.40E-04;1564645.455;168576.1513;2495;Diesel;195;306;14.592;26.2144;0.816107383;226.2242701
2013;mercedes-benz-s63-2013-Benzin;mercedes-benz;s63;G37YP1;Large;BenzinLarge;70;2.68E-05;3052526.263;1374011.577;2540;Benzin;410;612;14.9625;27.5625;1.354545455;12.16
2013;mercedes-benz-viano-2013-Diesel;mercedes-benz;viano;3.0 CDI MPV Ekstra Lang AUT;Large;DieselLarge;95;3.64E-05;993114.1414;2661050.52;3050;Diesel;120;195;17.89572;9.519;1.030508475;13.41
2013;opel-cascada-2013-Benzin;opel;cascada;1,4 140HK Cabriolet;Large;BenzinLarge;45;1.73E-05;424140.404;888851.3145;2110;Benzin;103;170;12.45312;8.648;0.843396226;12.16
2013;porsche-911-2013-Benzin;porsche;911;KB22;Large;BenzinLarge;2070;7.94E-04;2979983.838;335646.5121;1955;Benzin;294;258.3333333;8.952625;7.0125;1.230275229;13.41
2013;porsche-boxster-2013-Benzin;porsche;boxster;3.4 TIPT 265 HK Tiptronic;Small;BenzinSmall;36;1.38E-05;1320728.283;1955952.333;1685;Benzin;232;220;9.919584;7.6896;1.0728;13.41
2013;porsche-cayenne-2013-Benzin;porsche;cayenne;CAYENNE GTS AUT;Large;BenzinLarge;355;0.000136126;1649656.566;871240.8174;2840;Benzin;309;245;16.08939;9.409;1.441935484;13.41
2013;porsche-cayenne-2013-Diesel;porsche;cayenne;4.2 TDI V8 382 HK TIPT;Large;DieselLarge;300;1.15E-04;1942030.303;1095245.141;2840;Diesel;180;292.5;16.08939;9.409;0.88115942;13.41
2013;porsche-cayman-2013-Benzin;porsche;cayman;2.7 TIPT 275 HK Tiptronic;Small;BenzinSmall;40;1.53E-05;1123809.091;1287182.234;1695;Benzin;202;245;10.38996;7.812;1.277142857;12.16
2013;porsche-panamera-2013-Benzin;porsche;panamera;4;Large;BenzinLarge;695;2.67E-04;2546676.768;748079.0993;2500;Benzin;368;250;13.620782;9.5921;1.368367347;13.41
2013;porsche-panamera-2013-Diesel;porsche;panamera;GR12;Large;DieselLarge;190;7.29E-05;3689853.535;1678965.34;2500;Diesel;184;300;13.620782;9.5921;0.78961039;13.41
2013;renault-fluence-2013-El;renault;fluence;Z.E.;Small;ElSmall;39;1.50E-05;217070.7071;2419987.615;2023;El;50;95;12.55235;8.5975;0.269023456;12.16
2013;seat-alhambra-2013-Diesel;seat;alhambra;2,0 TDI;Large;DieselLarge;43;1.65E-05;550508.0808;186526.1654;2530;Diesel;130;170;15.8498;9.215;0.719526627;226.2242701
2013;volkswagen-cc-2013-Diesel;volkswagen;cc;2.0 TDI 177 HK DSG6;Small;DieselSmall;148;5.68E-05;445250.5051;489622.0481;2010;Diesel;103;190;12.67776;8.928;0.633333333;12.16
2013;tesla-model s-2013-El;tesla;model s;#N/A;Large;ElLarge;157;6.02E-05;849090.9091;406718.8439;2590;El;69;670;14.15316;9.7608;0.384581259;12.16
2014;bmw-1-serie-2014-Benzin;bmw;1-serie;116 I AUT.;Large;BenzinLarge;42;1.60E-05;350398.5944;311978.2015;1885;Benzin;235;115;10.585575;7.4025;0.729050279;13.05
2014;bmw-1-serie-2014-Diesel;bmw;1-serie;118 D;Small;DieselSmall;818;0.000312065;357132.5301;321213.4591;1850;Diesel;105;143;10.857888;7.6464;0.481557377;11.75
2014;bmw-3-serie-2014-Diesel;bmw;3-serie;320D TOURING XDRIVE AUT;Large;DieselLarge;2072;0.000790463;486945.7831;437219.1205;2110;Diesel;135;126.875;11.957946;8.3622;0.529279279;11.75
2014;bmw-4-serie-2014-Benzin;bmw;4-serie;435i Coupé Steptronic;Large;BenzinLarge;37;1.41E-05;925016.0643;821889.9386;2210;Benzin;225;306;11.717856;8.4912;1.011627907;13.05
2014;bmw-4-serie-2014-Diesel;bmw;4-serie;430d Gran Coupé Steptronic;Large;DieselLarge;56;2.14E-05;677207.8313;603784.982;2085;Diesel;135;184;11.548032;8.4912;0.554245283;11.75
2014;bmw-5-serie-2014-Diesel;bmw;5-serie;530d xDrive Touring Aut.;Large;DieselLarge;289;0.000110253;656895.5823;586002.522;2240;Diesel;190;173.8888889;13.333596;9.1326;0.529279279;11.75
2014;bmw-6-serie-2014-Diesel;bmw;6-serie;#N/A;Large;DieselLarge;46;1.75E-05;1705724.9;1508925.392;2220;Diesel;230;313;13.161771;9.3393;0.652777778;11.75
2014;bmw-x1-2014-Diesel;bmw;x1;XDRIVE 20D AUT;Small;DieselSmall;139;5.30E-05;503516.0643;454005.6561;2030;Diesel;135;153.25;12.4992;8.064;0.575980392;11.75
2014;bmw-x3-2014-Diesel;bmw;x3;3,0 XDRIVE;Large;DieselLarge;428;0.000163281;704694.7791;634868.5678;2410;Diesel;140;285.5;14.542928;8.758711111;0.695266272;11.75
2014;bmw-x4-2014-Diesel;bmw;x4;35d SUV xDrive Steptronic;Large;DieselLarge;140;5.34E-05;1011046.185;903065.4379;2410;Diesel;230;285.5;14.222952;8.7796;0.695266272;11.75
2014;bmw-x5-2014-Benzin;bmw;x5;KR01;Large;BenzinLarge;90;3.43E-05;1228614.458;1094536.67;2890;Benzin;330;317.4390244;16.696416;9.4866;1.266990291;13.05
2014;bmw-x6-2014-Diesel;bmw;x6;xDrive 4,0d;Large;DieselLarge;35;1.34E-05;2299076.305;2030677.847;2780;Diesel;190;306;16.42608;9.6624;0.703592814;11.75
2014;dacia-logan-mcv-2014-Diesel;dacia;logan;1.5 dCi 90;Small;DieselSmall;769;0.000293372;142560.241;141040.6039;1670;Diesel;66;90;11.97034;7.7228;0.446768061;11.75
2014;ford-mondeo-2014-Diesel;ford;mondeo;2.0 TDCi (140 HK) Stationcar Forhjulstræk Automatisk;Large;DieselLarge;813;0.000310157;427490.9639;403688.0104;2290;Diesel;103;141.3333333;13.812876;9.105916667;0.541474654;11.75
2014;jaguar-xf-2014-Diesel;jaguar;xf;2,2I4Td163 4-dørs 2WD AUT;Large;DieselLarge;113;4.31E-05;788153.6145;675924.1339;2440;Diesel;202;238.25;13.541792;9.3;0.716463415;11.75
2014;maserati-ghibli-2014-Benzin;maserati;ghibli;7B4;Large;BenzinLarge;108;4.12E-05;1395582.329;1228935.371;2530;Benzin;302;365;14.14959;9.6915;1.373684211;13.05
2014;maserati-ghibli-2014-Diesel;maserati;ghibli;#N/A;Large;DieselLarge;43;1.64E-05;1395582.329;1224595.371;2500;Diesel;287;365;14.14959;9.6915;0.695266272;11.75
2014;maserati-quattroporte-2014-Benzin;maserati;quattroporte;S Q4;Large;BenzinLarge;31;1.18E-05;2947791.165;2571013.936;2540;Benzin;390;410;15.18036;10.257;1.373684211;13.05
2014;mercedes-benz-a-klasse-2014-Benzin;mercedes-benz;a-klasse;180  Sedan 7G-DCT;Large;BenzinLarge;103;3.93E-05;886045.1807;776476.8144;2075;Benzin;90;421;10.919766;18.4041;0.925531915;13.05
2014;mercedes-benz-a-klasse-2014-Diesel;mercedes-benz;a-klasse;200 CDI  7G-DCT;Small;DieselSmall;32;1.22E-05;337754.0161;300590.5662;1960;Diesel;100;111.2941176;10.919766;18.4041;0.504291845;11.75
2014;mercedes-benz-c200-2014-Diesel;mercedes-benz;c200;R237P0;Small;DieselSmall;46;1.75E-05;506804.2169;444395.596;2050;Diesel;100;184;11.913162;21.2521;0.458984375;11.75
2014;mercedes-benz-e250-2014-Diesel;mercedes-benz;e250;2,2-AUT, 2 dørs, cabriolet;Large;DieselLarge;100;3.81E-05;857831.3253;754902.4096;2510;Diesel;150;205.1666667;13.716085;24.1081;0.575980392;11.75
2014;mercedes-benz-e300-2014-Diesel;mercedes-benz;e300;Stationcaer;Large;DieselLarge;55;2.10E-05;1035943.775;913642.8865;2440;Diesel;170;210.75;13.716085;9.0835;0.695266272;11.75
2014;mercedes-benz-e350-2014-Benzin;mercedes-benz;e350;212;Large;BenzinLarge;47;1.79E-05;1139331.325;995474.3469;2275;Benzin;225;261.8181818;13.716085;9.028;0.981203008;13.05
2014;mercedes-benz-e350-2014-Diesel;mercedes-benz;e350;Bluetec;Large;DieselLarge;275;0.000104912;1139331.325;1003034.347;2610;Diesel;185;261.8181818;13.27116;23.8144;0.716463415;11.75
2014;mercedes-benz-e500-2014-Benzin;mercedes-benz;e500;4 MATIC ST.CAR AVANT;Large;BenzinLarge;41;1.56E-05;1497186.747;1311685.091;2350;Benzin;300;408;11.7782;22.09;1.186363636;13.05
2014;mercedes-benz-e63-2014-Benzin;mercedes-benz;e63;J27YP1;Large;BenzinLarge;66;2.52E-05;2212954.819;1935656.06;2580;Benzin;430;607.4444444;13.27116;23.8144;1.373684211;13.05
2014;mercedes-benz-e-klasse-2014-Diesel;mercedes-benz;e-klasse;350 BlueTEC T 9G-TRONIC PLUS;Large;DieselLarge;1250;0.000476872;712626.506;629354.6928;2300;Diesel;125;190;13.818168;9.102;0.575980392;11.75
2014;mercedes-benz-glk220-2014-Diesel;mercedes-benz;glk220;H7S2M0;Large;DieselLarge;56;2.14E-05;631122.49;563624.2829;2455;Diesel;125;170;14.16984;20.5209;0.729813665;11.75
2014;mercedes-benz-ml350-2014-Diesel;mercedes-benz;ml350;166;Large;DieselLarge;233;8.89E-05;1201706.827;1064185.765;2950;Diesel;190;269.4285714;16.6752;23.04;0.87037037;11.75
2014;chevrolet-aveo-2014-Benzin;chevrolet;aveo;1.2 5D;Small;BenzinSmall;682;0.000260181;155617.4699;106034.6853;1542;Benzin;63;84.16666667;10.684992;7.0296;0.612676056;13.05
2014;citron-c1-2014-Benzin;citron;c1;1,0 4-dørs m. bagklap;Small;BenzinSmall;4696;0.001791512;100390.5622;85630.30792;1240;Benzin;51;70.40540541;8.242584;5.6072;0.496197719;13.05
2014;citron-c3-2014-Benzin;citron;c3;1,0 4-dørs m. bagklap 5 man;Small;BenzinSmall;2215;0.000845017;120471.8876;102395.0518;1500;Benzin;88;82;10.360624;6.8162;0.560085837;13.05
2014;citron-c3-2014-Diesel;citron;c3;1,4 4-dørs m. bagklap;Small;DieselSmall;511;0.000194945;140289.1566;120579.3502;1625;Diesel;68;70;10.360624;6.8162;0.410839161;11.75
2014;citron-c4-2014-Diesel;citron;c4;1,6 4-dørs m. bagklap;Small;DieselSmall;524;0.000199905;247984.9398;213228.3671;1825;Diesel;68;115;11.548543;7.7507;0.446768061;11.75
2014;bmw-i3-2014-El;bmw;i3;1Z21;Small;ElSmall;96;3.66E-05;283132.5301;249689.7891;1620;El;75;170;11.2496;7.12;0.196738255;223.5661987
2014;citron-grand-c4-picasso-2014-Diesel;citron;grand c4 picasso;1,6 MPV 6 Aut.;Large;DieselLarge;1556;0.00059361;326298.1928;278607.599;2150;Diesel;85;115;13.80552;8.418;0.47;11.75
2014;ford-b-max-2014-Benzin;ford;b-max;1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Manuel;Small;BenzinSmall;350;0.000133524;211748.996;196369.6838;1760;Benzin;92;100;11.424;7.14;0.639705882;13.05
2014;ford-c-max-2014-Benzin;ford;c-max;1.6 EcoBoost (150 HK) MPV Forhjulstræk Manuel;Large;BenzinLarge;736;0.000280782;274908.6345;256099.1807;1900;Benzin;74;121.1538462;13.065102;8.0154;0.665816327;13.05
2014;ford-s-max-2014-Diesel;ford;s-max;2,0 TDCI AUT. (140 hk, 7p);Large;DieselLarge;936;0.000357082;509989.9598;484206.0253;2505;Diesel;120;189.3333333;14.886216;8.9676;0.671428571;11.75
2014;honda-cr-v-2014-Diesel;honda;cr-v;2.2 i-DTEC 4WD;Large;DieselLarge;373;0.000142299;387650.6024;339795.0181;2100;Diesel;88;120;13.72371;8.3174;0.529279279;11.75
2014;mercedes-benz-ml63-2014-Benzin;mercedes-benz;ml63;A27UM1;Large;BenzinLarge;36;1.37E-05;2443576.305;2138577.163;3050;Benzin;410;557;16.6752;23.04;1.535294118;13.05
2014;renault-clio-2014-Diesel;renault;clio;1,5 DCI;Small;DieselSmall;2456;0.000936958;158033.1325;140700.0237;1651;Diesel;55;81.328125;10.47259555;7.222479688;0.422661871;11.75
2014;volkswagen-golf-2014-Benzin;volkswagen;golf;1.2 TSI BMT 105 HK 5 DØRS;Small;BenzinSmall;9315;0.003553649;210832.3293;190377.531;1750;Benzin;90;105;11.75328;7.392;0.69047619;13.05
2014;volkswagen-golf-2014-Diesel;volkswagen;golf;2.0 TDI BMT 150 HK;Small;DieselSmall;5679;0.002166524;210832.3293;193057.531;1820;Diesel;77;137.5;11.75328;7.392;0.446768061;11.75
2014;volkswagen-up-2014-Benzin;volkswagen;up;1.0 MPI BMT 60 HK 3 dørs;Small;BenzinSmall;10298;0.003928661;90353.41365;81898.87522;1290;Benzin;44;60;8.650344;5.8056;0.534836066;13.05
2014;toyota-aygo-2014-Benzin;toyota;aygo;1.0 VVT-i;Small;BenzinSmall;5452;0.002079924;80308.23293;69082.16049;1240;Benzin;51;70.40540541;8.168202;5.55103125;0.496197719;13.05
2014;audi-a6-2014-Diesel;audi;a6;2.0 TDI 177 HK 5-dørs MULTITRONIC;Large;DieselLarge;5180;0.001976157;611524.0964;560668.9323;2530;Diesel;130;223.9795918;13.459886;9.214520408;0.753205128;11.75
2014;peugeot-208-2014-Benzin;peugeot;208;1.2 VTi 5D;Small;BenzinSmall;5127;0.001955938;130512.0482;97702.63389;1485;Benzin;50;78.52;10.059984;6.891444;0.560085837;13.05
2014;ford-fiesta-2014-Benzin;ford;fiesta;1.0 EcoBoost (100 HK) Hatchback, 5 dørs Forhjulstræk Manuel;Small;BenzinSmall;5067;0.001933048;120438.755;112476.1171;1555;Benzin;74;107.5;10.05512;6.797685714;0.560085837;13.05
2014;skoda-citigo-2014-Benzin;skoda;citigo;1.0 MPI 60 HK 5-Dørs Hatchback;Small;BenzinSmall;4302;0.001641202;87349.39759;78999.96235;1290;Benzin;44;60;8.75226;5.872921212;0.534836066;13.05
2014;ford-ka-2014-Benzin;ford;ka;1.2 (69HK) Hatchback, 3 dørs Forhjulstræk Manuel;Small;BenzinSmall;4212;0.001606868;66250;62688.84375;1320;Benzin;51;69;9.0138;6.0092;0.639705882;13.05
2014;kia-picanto-2014-Benzin;kia;picanto;1.0 5-dørs Man. 5;Small;BenzinSmall;4017;0.001532476;85338.35341;71446.70916;1370;Benzin;62.5;71.57575758;8.5248;5.76;0.560085837;13.05
2014;peugeot-108-2014-Benzin;peugeot;108;1.0 e-VTi 69 hk 5D;Small;BenzinSmall;3880;0.00148021;91355.42169;68935.63088;1240;Benzin;51;70.40540541;8.230896;5.6376;0.496197719;13.05
2014;audi-a4-2014-Diesel;audi;a4;2.0 TDI 190 HK 5-dørs QUATTRO S tronic;Large;DieselLarge;3600;0.001373391;485941.7671;435567.2117;2090;Diesel;100;158.3333333;12.38544;8.601;0.47;11.75
2014;toyota-yaris-2014-Benzin;toyota;yaris;1.3 VVT-i;Small;BenzinSmall;3590;0.001369576;114511.0442;97728.72507;1430;Benzin;73;90.28571429;9.98563;6.625363636;0.627403846;13.05
2014;peugeot-107-2014-Benzin;peugeot;107;1,0 5-D;Small;BenzinSmall;3293;0.001256271;79738.95582;60401.41998;1190;Benzin;50;68;8.218623;5.5909;0.560085837;13.05
2014;skoda-octavia-2014-Benzin;skoda;octavia;1.4 TSI 140 HK STATIONCAR;Small;BenzinSmall;3231;0.001232618;216866.4659;193438.3298;1780;Benzin;77;129.5443038;12.314516;8.436662025;0.639705882;13.05
2014;hyundai-i20-2014-Benzin;hyundai;i20;1.2 5 dørs MPV;Small;BenzinSmall;3039;0.001159371;123488.9558;94214.74545;1515;Benzin;62.5;82.34482759;10.1916;6.84;0.639705882;13.05
2014;volkswagen-polo-2014-Benzin;volkswagen;polo;1,2 TSI 90 hk  BMT 5 dørs DSG7;Small;BenzinSmall;2820;0.001075823;154412.6506;138673.616;1600;Benzin;66;96.09756098;9.937704;6.684760976;0.627403846;13.05
2014;hyundai-i10-2014-Benzin;hyundai;i10;1.0 (hatchback);Small;BenzinSmall;2812;0.001072771;90356.4257;69424.9036;1420;Benzin;48.5;69.5;9.1383;6.0922;0.612676056;13.05
2014;kia-rio-2014-Benzin;kia;rio;1.2 5-dørs Man. 5;Small;BenzinSmall;2751;0.0010495;125500;104214.195;1560;Benzin;62.5;85.16666667;10.17036;6.966;0.612676056;13.05
2014;skoda-octavia-2014-Diesel;skoda;octavia;2.0 TDI 150 HK STATIONCAR DSG;Small;DieselSmall;2570;0.000980449;216866.4659;197818.3298;1870;Diesel;77;129.5443038;12.314516;8.436662025;0.458984375;11.75
2014;fiat-500-2014-Benzin;fiat;500;0.9 80;Small;BenzinSmall;2263;0.000863329;100392.5703;88078.30033;1320;Benzin;77;71.94117647;8.621885;5.7865;0.612676056;13.05
2014;peugeot-308-2014-Diesel;peugeot;308;1.6 HDi 92 5D;Small;DieselSmall;2227;0.000849595;200793.1727;153715.7162;1740;Diesel;68;108.3225806;11.169;7.792727575;0.422661871;11.75
2014;seat-mii-2014-Benzin;seat;mii;1.0 60 HK ECOMOTIVE 5-DØRS;Small;BenzinSmall;2159;0.000823653;85243.9759;75062.47653;1290;Benzin;44;60;8.640832;5.8384;0.534836066;13.05
2014;suzuki-swift-2014-Benzin;suzuki;swift;1,2 5-dørs;Small;BenzinSmall;2158;0.000823272;110430.7229;88929.41068;1480;Benzin;100;87.72727273;9.88295;6.545;0.639705882;13.05
2014;opel-corsa-2014-Benzin;opel;corsa;1,0 5-dørs;Small;BenzinSmall;2069;0.000789318;120474.8996;96921.47897;1625;Benzin;63;84;10.1916;6.87;0.665816327;13.05
2014;skoda-fabia-2014-Benzin;skoda;fabia;1.2 TSI 86 HK Stationcar;Small;BenzinSmall;1854;0.000707296;115456.8273;105535.0548;1591;Benzin;63;87.3;10.455;6.929;0.6796875;13.05
2014;renault-scenic-2014-Diesel;renault;scenic;1.5 dCi ESM 110 7p;Large;DieselLarge;1840;0.000701955;339256.0241;297296.5614;2249;Diesel;96;115;13.25858;8.0845;0.517621145;11.75
2014;audi-a3-2014-Diesel;audi;a3;2.0 TDI 150 HK 4-DØRS;Small;DieselSmall;1714;0.000653887;303355.4217;276598.0251;1865;Diesel;81;135.974359;11.032307;7.769377383;0.481557377;11.75
2014;audi-q5-2014-Diesel;audi;q5;2.0 TDI 150 HK 5-dørs;Large;DieselLarge;1668;0.000636338;610756.0241;559990.2809;2940;Diesel;230;220.3333333;14.60302;8.793913333;0.738993711;11.75
2014;renault-captur-2014-Benzin;renault;captur;TCe 90;Small;BenzinSmall;1659;0.000632904;172591.3655;150410.3538;1726;Benzin;66;95.58139535;11.513752;7.3336;0.705405405;13.05
2014;opel-insignia-2014-Diesel;opel;insignia;2,0CDTi 140HK Sports Tourer;Large;DieselLarge;1593;0.000607726;301103.4137;239638.7018;2160;Diesel;120;155.0285714;13.881552;9.114;0.435185185;11.75
2014;mazda-3-2014-Benzin;mazda;3;1.5 SKYACTIV-G 100 HK;Small;BenzinSmall;1508;0.000575298;230915.6627;166112.7971;1835;Benzin;88;136.1538462;11.6406;8.077846154;0.729050279;13.05
2014;chevrolet-spark-2014-Benzin;chevrolet;spark;1.0 5 D.;Small;BenzinSmall;1447;0.000552027;75199.7992;52180.17753;1367;Benzin;60;68.73684211;8.7552;5.76;0.6525;13.05
2014;suzuki-sx4-2014-Benzin;suzuki;sx4;1,6 5-dørs;Small;BenzinSmall;1439;0.000548975;155615.4618;126271.8105;1730;Benzin;88;120;12.093565;7.3525;0.705405405;13.05
2014;hyundai-i30-2014-Diesel;hyundai;i30;1.6 CRDi 5 dørs Stationcar;Small;DieselSmall;1406;0.000536386;195778.1124;155041.6731;1920;Diesel;81;115.8636364;11.25138;7.830786364;0.493697479;11.75
2014;peugeot-2008-2014-Benzin;peugeot;2008;1.2 VTi Crossover;Small;BenzinSmall;1342;0.00051197;190754.0161;141960.2992;1582;Benzin;60;83.52380952;13.27116;7.2384;0.639705882;13.05
2014;renault-twingo-2014-Benzin;renault;twingo;SCe 70;Small;BenzinSmall;1322;0.00050434;90262.04819;78640.90094;1360;Benzin;52;71.76470588;13.716085;5.981735294;0.548319328;13.05
2014;nissan-note-2014-Benzin;nissan;note;1.2 5 M/T;Small;BenzinSmall;1311;0.000500143;143165.6627;124829.369;1510;Benzin;59;92.5;13.716085;6.96836;0.612676056;13.05
2014;audi-a3-2014-Benzin;audi;a3;1.4 TFSI CoD 150 HK 5-DØRS;Large;BenzinLarge;1300;0.000495947;303355.4217;269858.0251;1865;Benzin;132;135.974359;11.957946;7.769377383;0.639705882;13.05
2014;volkswagen-polo-2014-Diesel;volkswagen;polo;1.2 TDI BM 75 HK 5 dørs;Small;DieselSmall;1256;0.000479161;154412.6506;140313.616;1590;Diesel;55;96.09756098;11.983829;6.684760976;0.399659864;11.75
2014;ford-focus-2014-Benzin;ford;focus;1.0 EcoBoost (100 HK) Hatchback, 5 dørs Forhjulstræk Manuel;Large;BenzinLarge;1254;0.000478398;221975.9036;207465.9108;1900;Benzin;92;121.1538462;12.224016;8.1872;0.665816327;13.05
2014;renault-captur-2014-Diesel;renault;captur;dCi 90 EDC;Small;DieselSmall;1235;0.000471149;172591.3655;153090.3538;1729;Diesel;66;91.5;12.224016;7.3336;0.422661871;11.75
2014;toyota-auris-2014-Benzin;toyota;auris;1.6 Valvematic Hatchback;Small;BenzinSmall;1221;0.000465808;227900.6024;196098.1495;1805;Benzin;97;121.6923077;12.258636;7.798153846;0.772189349;13.05
2014;toyota-avensis-2014-Benzin;toyota;avensis;1.6 VVT-i stationcar;Large;BenzinLarge;1218;0.000464664;360282.1285;310434.2967;2000;Benzin;108;141;12.42022;8.620125;0.858552632;13.05
2014;bmw-x5-2014-Diesel;bmw;x5;KS41;Large;DieselLarge;1202;0.00045856;1228614.458;1093536.67;2750;Diesel;190;317.4390244;11.983829;9.4866;0.683139535;11.75
2014;volkswagen-touran-2014-Diesel;volkswagen;touran;1.6 TDI BMT 105 HK;Large;DieselLarge;1188;0.000453219;419174.6988;384708.2479;2270;Diesel;77;130.6666667;13.15292;7.876;0.611979167;11.75
2014;suzuki-alto-2014-Benzin;suzuki;alto;1,0 5-dørs;Small;BenzinSmall;1169;0.000445971;80313.25301;65172.29867;1250;Benzin;50;68;8.232;5.6;0.534836066;13.05
2014;volvo-v40-2014-Diesel;volvo;v40;D3;Small;DieselSmall;1108;0.000422699;371387.5502;350787.1282;2020;Diesel;84;120.8333333;12.42022;7.866;0.506465517;11.75
2014;suzuki-splash-2014-Benzin;suzuki;splash;1,0 5-dørs;Small;BenzinSmall;1063;0.000405532;100392.5703;81011.16534;1485;Benzin;50;69.85714286;12.42022;6.3504;0.612676056;13.05
2014;nissan-micra-2014-Benzin;nissan;micra;1.2;Small;BenzinSmall;1060;0.000404387;118464.8594;103606.1918;1425;Benzin;59;80.94736842;12.42022;6.3961;0.6525;13.05
2014;renault-megane-2014-Diesel;renault;megane;1.5 dCi ESM 110 Sport Tourer;Small;DieselSmall;1001;0.000381879;200702.8112;174275.6538;1864;Diesel;81;111.4285714;11.44101;8.013031579;0.410839161;11.75
2014;skoda-rapid-2014-Benzin;skoda;rapid;1.2 TSI 105 HK SPACEBACK;Small;BenzinSmall;954;0.000363949;169678.7149;153444.2947;1690;Benzin;63;102.2;11.983829;7.51716;0.705405405;13.05
2014;kia-ceed-2014-Diesel;kia;ceed;1.6 CRDI Stationcar Man. 6;Small;DieselSmall;918;0.000350215;190761.0442;161840.0284;1810;Diesel;94;112.4615385;11.969349;7.903973913;0.435185185;11.75
2014;nissan-qashqai-2014-Diesel;nissan;qashqai;1.5 dCi 2WD 6 M/T;Small;DieselSmall;806;0.000307487;250903.6145;221778.8946;1910;Diesel;81;119.0657895;12.408914;7.919043127;0.446768061;11.75
2014;peugeot-308-2014-Benzin;peugeot;308;1.2 e-THP 130 hk SW;Small;BenzinSmall;788;0.00030062;200793.1727;149335.7162;1670;Benzin;92;108.3225806;12.14514;7.792727575;0.6525;13.05
2014;hyundai-i30-2014-Benzin;hyundai;i30;1.6 GDI 5 dørs Stationcar;Small;BenzinSmall;753;0.000287268;195778.1124;151701.6731;1820;Benzin;99;115.8636364;11.9883;7.830786364;0.75872093;13.05
2014;kia-rio-2014-Diesel;kia;rio;1.1 CRDI 5-dørs Man. 6;Small;DieselSmall;749;0.000285742;125500;108594.195;1640;Diesel;55;82.37037037;10.17036;6.966;0.422661871;11.75
2014;volvo-xc60-2014-Diesel;volvo;xc60;2,4 D AUT AWD;Large;DieselLarge;743;0.000283453;647495.9839;616996.218;2505;Diesel;133;200.4782609;14.963697;8.753986957;0.753205128;11.75
2014;opel-zafira-2014-Diesel;opel;zafira;1,6CDTi 136HK Tourer;Large;DieselLarge;742;0.000283071;301102.4096;241997.9234;2410;Diesel;121;137.5;13.22496;8.049;0.481557377;11.75
2014;fiat-panda-2014-Benzin;fiat;panda;0.9 85 MTA;Small;BenzinSmall;742;0.000283071;85332.32932;75138.39068;1435;Benzin;44;68.8;9.2783;5.986;0.534836066;13.05
2014;peugeot-208-2014-Diesel;peugeot;208;1.6 e-HDi 5D;Small;DieselSmall;697;0.000265904;130512.0482;99342.63389;1580;Diesel;68;77.2;10.059984;6.891444;0.399659864;11.75
2014;mazda-2-2014-Benzin;mazda;2;1,3 Hatchback Man.;Small;BenzinSmall;676;0.000257892;145580.3213;103254.5447;1485;Benzin;62;85;9.86272;6.64832;0.6525;13.05
2014;mazda-6-2014-Benzin;mazda;6;2.0 SKYACTIV-G 165 HK Stationcar;Large;BenzinLarge;671;0.000255985;321284.1365;229077.9349;1980;Benzin;121;157.4736842;12.99316;8.927873684;0.729050279;13.05
2014;hyundai-i40-2014-Diesel;hyundai;i40;1.7 CRDi 5 dørs Stationcar;Large;DieselLarge;664;0.000253314;291160.6426;226407.1207;2080;Diesel;100;149.6666667;12.761658;8.658;0.504291845;11.75
2014;nissan-qashqai-2014-Benzin;nissan;qashqai;1.6;Large;BenzinLarge;646;0.000246447;250903.6145;220798.8946;1860;Benzin;85;119.0657895;12.605202;7.919043127;0.729050279;13.05
2014;opel-astra-2014-Diesel;opel;astra;1,6CDTi 110HK Sports Tourer;Large;DieselLarge;645;0.000246066;212844.3775;171213.4569;2100;Diesel;100;124.1428571;13.10078;8.391367347;0.435185185;11.75
2014;volvo-v60-2014-Diesel;volvo;v60;FW73;Large;DieselLarge;645;0.000246066;519981.9277;485354.2467;2120;Diesel;133;183.75;12.841664;8.662775;0.446768061;11.75
