Year;Make-model-year-fuel;Make;Model;Variant;Size segment;Fuel-size segment;No. of registrations;Shares;Prices (2015-DKK);Ownership cost (DKK);Weight (kg);Fuel;Engine effect (kW);Horsepower;Size (m3);Footprint (m�);Cost/km (DKK);fuelPrice (DKK/unit)
2010;chevrolet-nubira-2010-Diesel;chevrolet;nubira;2,0 TCDI STW;Small;DieselSmall;39;1.52E-05;171482.3151;126479.1342;1870;Diesel;89;115.5;11.427861;7.8542;0.55988024;9.35
2010;ferrari-california-2010-Benzin;ferrari;california;#N/A;Large;BenzinLarge;80;3.11E-05;3965702.036;3457725.123;2200;Benzin;365;460;11.34984;8.664;1.423684211;10.82
2010;fiat-bravo-2010-Diesel;fiat;bravo;1,6 JTD;Small;DieselSmall;77;2.99E-05;230428.7245;204266.6644;1830;Diesel;88;120;11.6529;7.7686;0.449519231;9.35
2010;honda-accord-2010-Diesel;honda;accord;2,2D ELEGANCE;Large;DieselLarge;161;6.26E-05;431939.9786;378089.239;2100;Diesel;110;159.5;12.8478;8.7124;0.543604651;9.35
2010;hyundai-ix35-2010-Benzin;hyundai;ix35;2,0 2WD MT;Large;BenzinLarge;88;3.42E-05;396565.9164;307391.6101;1980;Benzin;120;173.5;13.403754;8.0262;0.81969697;10.82
2010;hyundai-ix35-2010-Diesel;hyundai;ix35;2,0 CRDI 2WD MT 184;Large;DieselLarge;107;4.16E-05;396565.9164;308351.6101;2090;Diesel;100;173.5;13.403754;8.0262;0.553254438;9.35
2010;jaguar-xf-2010-Benzin;jaguar;xf;5,0;Large;BenzinLarge;35;1.36E-05;959270.0965;820579.4455;2215;Benzin;175;240;13.614208;9.3248;1.138947368;10.82
2010;jaguar-xf-2010-Diesel;jaguar;xf;3,0 D L;Large;DieselLarge;123;4.78E-05;959270.0965;816079.4455;2360;Diesel;177;207;13.614208;9.3248;0.636054422;9.35
2010;citron-berlingo-2010-Diesel;citron;berlingo;1,6 HDI 110HK;Large;DieselLarge;667;0.000259188;301176.8489;263075.2335;2190;Diesel;80;110;14.27004;7.9278;0.543604651;9.35
2010;citron-c1-2010-Benzin;citron;c1;1,0 I;Small;BenzinSmall;3254;0.001264467;117889.6034;100019.2512;1180;Benzin;50;68;8.186512;5.6072;0.487387387;10.82
2010;citron-c3-2010-Benzin;citron;c3;VTI95;Small;BenzinSmall;420;0.000163207;215753.4834;184760.1775;1576;Benzin;44.1;95;10.360624;6.8162;0.629069767;10.82
2010;citron-c3-2010-Diesel;citron;c3;HDI 90;Small;DieselSmall;2647;0.001028594;165380.493;140706.6642;1583;Diesel;82;90;10.360624;6.8162;0.355513308;9.35
2010;fiat-500-2010-Benzin;fiat;500;1,2;Small;BenzinSmall;4474;0.001738545;153259.3783;133281.9904;1305;Benzin;74;72.875;8.621885;5.7865;0.520192308;10.82
2010;toyota-aygo-2010-Benzin;toyota;aygo;1.0 HB 5-DØRS;Small;BenzinSmall;4464;0.001734659;92593.78349;79151.92336;1180;Benzin;50;68;8.120574;5.8482;0.487387387;10.82
2010;volkswagen-golf-2010-Diesel;volkswagen;golf;1,6 TDI;Small;DieselSmall;4294;0.001668599;309752.4116;282568.9161;2030;Diesel;77;131.5;11.131582;7.3964;0.4675;9.35
2010;chevrolet-spark-2010-Benzin;chevrolet;spark;1.0 5D;Small;BenzinSmall;4246;0.001649946;92068.59593;63256.95767;1367;Benzin;50;68.73684211;8.85248;5.824;0.541;10.82
2010;audi-a4-2010-Diesel;audi;a4;2,0 TDI AUT.;Large;DieselLarge;3476;0.001350733;755961.4148;675990.497;2105;Diesel;105;151.36;12.38544;8.601;0.458333333;9.35
2010;peugeot-107-2010-Benzin;peugeot;107;1,0 5-D 68 HK;Small;BenzinSmall;3295;0.001280399;113600.2144;85058.10151;1190;Benzin;50;68;8.218623;5.5909;0.487387387;10.82
2010;ford-focus-2010-Diesel;ford;focus;1,6 TDCI;Small;DieselSmall;3199;0.001243094;265272.2401;248205.5024;1885;Diesel;66;103.5714286;12.3372;8.21372449;0.411894273;9.35
2010;opel-corsa-2010-Benzin;opel;corsa;1,4;Small;BenzinSmall;3118;0.001211619;148928.1886;118580.6737;1615;Benzin;48;78.63636364;10.1916;6.84;0.594505495;10.82
2010;ford-mondeo-2010-Diesel;ford;mondeo;2,0 TDCI ECONETIC;Large;DieselLarge;3031;0.001177811;418651.6613;392686.6801;2290;Diesel;103;142;13.812876;9.11925;0.494708995;9.35
2010;peugeot-207-2010-Diesel;peugeot;207;1,6 HDI 16V 90HK.5D.;Small;DieselSmall;3018;0.00117276;182200.4287;136496.278;1654;Diesel;66;91.32142857;10.9928;7.33928648;0.355513308;9.35
2010;suzuki-alto-2010-Benzin;suzuki;alto;1,0L M/T;Small;BenzinSmall;2625;0.001020045;101811.3612;81910.32888;1250;Benzin;50;68;8.232;5.6;0.476651982;10.82
2010;opel-insignia-2010-Diesel;opel;insignia;2,0 CDTI AUT.;Large;DieselLarge;2543;0.00098818;349598.0707;282675.5183;2285;Diesel;118;168.4375;13.881552;9.0768;0.55988024;9.35
2010;toyota-avensis-2010-Benzin;toyota;avensis;1.6 STW MAN.6;Large;BenzinLarge;2519;0.000978854;306486.6024;264377.8538;2000;Benzin;97;141;12.59036;8.57035;0.711842105;10.82
2010;ford-fiesta-2010-Benzin;ford;fiesta;1,25;Small;BenzinSmall;2308;0.000896862;148875.6699;139903.2436;1495;Benzin;88;86.9047619;10.05512;6.794;0.594505495;10.82
2010;volkswagen-polo-2010-Diesel;volkswagen;polo;1,2 TDI BLUEMOTION;Small;DieselSmall;2229;0.000866164;143429.7964;129759.6771;1650;Diesel;55;84.80769231;9.937704;6.6696;0.346296296;9.35
2010;hyundai-i30-2010-Diesel;hyundai;i30;1,6 CRDI 90 FL;Small;DieselSmall;2163;0.000840517;182201.5005;142603.6182;1820;Diesel;66;96.27777778;12.5757;7.777116667;0.421171171;9.35
2010;nissan-qashqai-2010-Diesel;nissan;qashqai;1,5 DCI;Large;DieselLarge;2106;0.000818367;300093.2476;271283.1193;2085;Diesel;76;183;12.380256;7.6896;0.599358974;9.35
2010;hyundai-i10-2010-Benzin;hyundai;i10;1,2;Small;BenzinSmall;2088;0.000811373;104915.3269;80097.90987;1415;Benzin;49;74.33333333;8.79648;5.712;0.541;10.82
2010;peugeot-308-2010-Diesel;peugeot;308;1,6 HDI STC 109HK;Small;DieselSmall;2043;0.000793886;241143.6227;183439.7796;1948;Diesel;66;116.6086957;12.7764;8.119425709;0.438967136;9.35
2010;peugeot-206-2010-Diesel;peugeot;206;1,4 HDI 68 HK 5-D;Small;DieselSmall;2038;0.000791943;139324.7588;106837.0239;1476;Diesel;50;71.05263158;9.31509;6.432347368;0.392857143;9.35
2010;kia-picanto-2010-Benzin;kia;picanto;1,1;Small;BenzinSmall;2010;0.000781063;101818.8639;84672.99287;1350;Benzin;48;65;8.4064;5.68;0.520192308;10.82
2010;audi-a4-2010-Benzin;audi;a4;2,0 TFSI;Large;BenzinLarge;1996;0.000775622;429211.1468;385401.3121;1980;Benzin;132;151.36;12.29943;8.601;0.693589744;10.82
2010;citron-c3-picasso-2010-Diesel;citron;c3;1,6 HDI 110;Small;DieselSmall;1094;0.000425116;301498.3923;259743.6716;1795;Diesel;68;90;11.434608;7.0584;0.458333333;9.35
2010;ford-fiesta-2010-Diesel;ford;fiesta;1,4 TDCI;Small;DieselSmall;1887;0.000733266;148875.6699;139423.2436;1545;Diesel;50;71.875;10.05512;6.794;0.346296296;9.35
2010;suzuki-swift-2010-Benzin;suzuki;swift;1,3;Small;BenzinSmall;1812;0.000704122;150040.7288;119954.3775;1480;Benzin;69;87.72727273;9.3795;6.368072727;0.530392157;10.82
2010;hyundai-i20-2010-Benzin;hyundai;i20;1,2;Small;BenzinSmall;1776;0.000690133;139331.1897;107367.9445;1515;Benzin;57;79.26666667;10.038726;6.7374;0.563541667;10.82
2010;skoda-fabia-2010-Benzin;skoda;fabia;1,2;Small;BenzinSmall;1775;0.000689744;138264.7374;125287.611;1639;Benzin;51;82.95833333;10.4304;6.877066667;0.572486772;10.82
2010;chevrolet-aveo-2010-Benzin;chevrolet;aveo;1.2 5D;Small;BenzinSmall;1730;0.000672258;117893.8907;82071.77019;1503;Benzin;62;84;9.8784;6.5856;0.584864865;10.82
2010;ford-ka-2010-Benzin;ford;ka;1,2 SE;Small;BenzinSmall;1689;0.000656326;107130.761;101549.0649;1320;Benzin;51;70.72222222;9.0138;6.0092;0.552040816;10.82
2010;volkswagen-polo-2010-Benzin;volkswagen;polo;1,2;Small;BenzinSmall;1646;0.000639617;143429.7964;130239.6771;1600;Benzin;63;84.80769231;9.737616;6.6696;0.572486772;10.82
2010;renault-scenic-2010-Diesel;renault;scenic;1,9 DCI 130 7P;Large;DieselLarge;1636;0.000635731;252304.3944;224573.1163;2170;Diesel;96;130;13.16756;8.029;0.522346369;9.35
2010;suzuki-sx4-2010-Benzin;suzuki;sx4;1,6;Small;BenzinSmall;1536;0.000596872;198274.3837;164081.808;1610;Benzin;79;108.125;12.169696;7.288149;0.726174497;10.82
2010;skoda-octavia-2010-Diesel;skoda;octavia;1,6 TDI GREENLINE;Small;DieselSmall;1389;0.000539749;213291.5327;194739.5992;1970;Diesel;77;119.0454545;11.890683;8.089704545;0.421171171;9.35
2010;mazda-2-2010-Benzin;mazda;2;1,3 HATCHBACK STANDA;Small;BenzinSmall;1385;0.000538195;160763.1297;115133.3182;1485;Benzin;63;84.44444444;9.8124;6.63;0.563541667;10.82
2010;opel-corsa-2010-Diesel;opel;corsa;ECOFLEX;Small;DieselSmall;1383;0.000537418;148928.1886;118100.6737;1600;Diesel;70;78.63636364;10.1916;6.84;0.346296296;9.35
2010;skoda-fabia-2010-Diesel;skoda;fabia;1,4 TDI GREENLINE;Small;DieselSmall;1363;0.000529646;138264.7374;123647.611;1674;Diesel;66;82.95833333;10.4304;6.877066667;0.318027211;9.35
2010;toyota-yaris-2010-Benzin;toyota;yaris;1,0 MAN.5. 5D.;Small;BenzinSmall;1354;0.000526149;192919.6141;164699.8228;1480;Benzin;74;92.85714286;9.85779;6.443;0.552040816;10.82
2010;suzuki-splash-2010-Benzin;suzuki;splash;1,0;Small;BenzinSmall;1221;0.000474466;123244.373;98817.01009;1485;Benzin;48;85;9.936864;6.2454;0.541;10.82
2010;mitsubishi-colt-2010-Benzin;mitsubishi;colt;1.3 INTENSE CP CLEAR;Small;BenzinSmall;1169;0.00045426;160770.6324;133420.5783;1465;Benzin;70;95;10.19745;6.5586;0.552040816;10.82
2010;opel-astra-2010-Benzin;opel;astra;1,4 TURBO;Large;BenzinLarge;1139;0.000442602;276420.1501;220462.3229;1905;Benzin;85;119.25;12.147044;8.03998;0.680503145;10.82
2010;fiat-panda-2010-Benzin;fiat;panda;1,2;Small;BenzinSmall;1097;0.000426281;96452.30439;84472.78445;1305;Benzin;44;63;8.613528;5.5932;0.541;10.82
2010;skoda-octavia-2010-Benzin;skoda;octavia;1,4 TSI;Large;BenzinLarge;1085;0.000421618;213291.5327;194619.5992;1940;Benzin;77;119.0454545;11.728905;8.089704545;0.680503145;10.82
2010;volvo-v50-2010-Diesel;volvo;v50;DRIVE S/S;Small;DieselSmall;1084;0.00042123;347267.9528;322641.3413;1900;Diesel;80;124.1428571;11.680584;8.0004;0.365234375;9.35
2010;audi-a3-2010-Diesel;audi;a3;2,0 TDI;Small;DieselSmall;1075;0.000417733;317473.7406;284992.654;1920;Diesel;77;124;10.721568;7.524940625;0.411894273;9.35
2010;mazda-6-2010-Benzin;mazda;6;2,0 STATIONSCAR;Large;BenzinLarge;1070;0.00041579;332264.7374;239188.7784;2000;Benzin;114;139.9090909;12.84678;8.589272727;0.756643357;10.82
2010;smart-fortwo-2010-Diesel;smart;fortwo;COUPE;Small;DieselSmall;1064;0.000413458;208981.7792;110311.9636;1050;Diesel;40;82;6.99192;4.482;0.318027211;9.35
2010;skoda-superb-2010-Diesel;skoda;superb;2,0 TDI AUT.;Large;DieselLarge;1063;0.000413069;341909.9678;313743.9546;2157;Diesel;125;155.7894737;13.301288;8.8088;0.570121951;9.35
2010;renault-megane-2010-Diesel;renault;megane;1,9 DCI 130;Small;DieselSmall;1062;0.000412681;241157.5563;209726.1817;1825;Diesel;66;105.5555556;11.92758726;8.114004938;0.411894273;9.35
2010;renault-clio-2010-Benzin;renault;clio;1,2 TCE 100;Small;BenzinSmall;1041;0.000404521;167095.3912;146852.7988;1598;Benzin;55;77.77777778;10.48877478;6.9977;0.640236686;10.82
2010;toyota-avensis-2010-Diesel;toyota;avensis;2.0 STW D-4D.DPF.MAN;Large;DieselLarge;1029;0.000399857;306486.6024;270137.8538;2140;Diesel;93;150;12.59036;8.57035;0.615131579;9.35
2010;nissan-qashqai-2010-Benzin;nissan;qashqai;1,6;Small;BenzinSmall;1016;0.000394806;407279.7428;357618.8278;1830;Benzin;84;119.25;12.380256;7.6896;0.726174497;10.82
2010;audi-a6-2010-Diesel;audi;a6;2,7 TDI;Large;DieselLarge;1005;0.000390531;509174.7053;461535.3132;2290;Diesel;125;181.1111111;13.387908;9.165666667;0.553254438;9.35
2010;peugeot-3008-2010-Diesel;peugeot;3008;1,6 HDI 109HK 5D SUV;Small;DieselSmall;937;0.000364107;310816.7203;236386.1658;2020;Diesel;80;110;13.186912;8.0408;0.458333333;9.35
2010;hyundai-i30-2010-Benzin;hyundai;i30;1,4 ISG;Small;BenzinSmall;929;0.000360999;182201.5005;142483.6182;1820;Benzin;80;98.70833333;11.12055;7.777116667;0.659756098;10.82
2010;opel-astra-2010-Diesel;opel;astra;ECOFLEX;Small;DieselSmall;927;0.000360221;276420.1501;218782.3229;1900;Diesel;81;119.25;12.0803;8.03998;0.383196721;9.35
2010;nissan-pixo-2010-Benzin;nissan;pixo;1,0 MANUEL;Small;BenzinSmall;904;0.000351284;96453.37621;84473.70537;1250;Benzin;50;68;8.39664;5.712;0.476651982;10.82
2010;toyota-auris-2010-Benzin;toyota;auris;1,6 5D.;Small;BenzinSmall;831;0.000322917;254270.0965;219123.9193;1750;Benzin;97;140;11.2948;7.447;0.702597403;10.82
2010;ford-galaxy-2010-Diesel;ford;galaxy;2,0 TDCI;Large;DieselLarge;812;0.000315534;462752.4116;436805.347;2505;Diesel;103;142.6666667;15.948416;9.0134;0.55988024;9.35
2010;chevrolet-nubira-2010-Benzin;chevrolet;nubira;1,6 STW;Small;BenzinSmall;702;0.000272789;171482.3151;125519.1342;1765;Benzin;80;122;11.28825;7.8542;0.8453125;10.82
2010;toyota-yaris-2010-Diesel;toyota;yaris;1,4 D-4D MAN.6. 5D.;Small;DieselSmall;660;0.000256468;192919.6141;166059.8228;1525;Diesel;66;92.85714286;9.85779;6.443;0.392857143;9.35
2010;audi-q5-2010-Diesel;audi;q5;XCAHAQ1;Large;DieselLarge;647;0.000251417;701207.9314;634811.551;2380;Diesel;176;219.3333333;14.36226;8.742983333;0.636054422;9.35
2010;citron-c4-2010-Diesel;citron;c4;1,6 HDI 110 AUT.;Small;DieselSmall;626;0.000243256;275401.9293;236197.2352;1800;Diesel;68;104.5454545;11.034534;7.5579;0.421171171;9.35
2010;chevrolet-cruze-2010-Diesel;chevrolet;cruze;2,0D 150 HK;Small;DieselSmall;616;0.00023937;224214.3623;159992.9952;1930;Diesel;110;125;12.18632;8.234;0.513736264;9.35
2010;seat-ibiza-2010-Diesel;seat;ibiza;1,2 TDI;Small;DieselSmall;611;0.000237428;164948.5531;144365.4463;1591;Diesel;55;79.83333333;9.924525;6.953142857;0.346296296;9.35
2010;volkswagen-passat-2010-Benzin;volkswagen;passat;1,8 TSI AUT.;Large;BenzinLarge;590;0.000229267;289380.493;267153.5902;2080;Benzin;118;131.5;13.195728;8.6814;0.83875969;10.82
2010;mazda-6-2010-Diesel;mazda;6;2.2 DE MID STATIONSC;Small;DieselSmall;588;0.00022849;332264.7374;241348.7784;2000;Diesel;120;139.9090909;12.84678;8.589272727;0.522346369;9.35
2010;opel-meriva-2010-Benzin;opel;meriva;1,4;Large;BenzinLarge;577;0.000224216;225615.2197;181074.4035;1905;Benzin;77;101.9230769;12.579138;7.616794675;0.659756098;10.82
2010;opel-insignia-2010-Benzin;opel;insignia;1,8;Large;BenzinLarge;570;0.000221495;349598.0707;281715.5183;2040;Benzin;162;168.4375;13.4757;9.0768;0.81969697;10.82
2010;honda-jazz-2010-Benzin;honda;jazz;1,4 COMFORT;Small;BenzinSmall;560;0.00021761;201393.3548;173978.0943;1555;Benzin;73;100;10.0776;6.63;0.584864865;10.82
2010;ford-focus-2010-Benzin;ford;focus;1,6;Small;BenzinSmall;546;0.000212169;265272.2401;251405.5024;1820;Benzin;74;111;12.612096;8.21372449;0.726174497;10.82
2010;audi-a5-2010-Diesel;audi;a5;3,0 TDI QUATTRO;Large;DieselLarge;540;0.000209838;562377.2776;510343.909;2285;Diesel;105;203.4444444;11.82039;8.663138889;0.607142857;9.35
2010;seat-ibiza-2010-Benzin;seat;ibiza;1,2;Small;BenzinSmall;534;0.000207506;164948.5531;146365.4463;1526;Benzin;63;86.07142857;10.365615;6.953142857;0.647904192;10.82
2010;skoda-superb-2010-Benzin;skoda;superb;1,8 TSI AUT.;Large;BenzinLarge;528;0.000205175;341909.9678;321843.9546;2307;Benzin;118;155.7894737;13.301288;8.8088;1.104081633;10.82
2010;ford-mondeo-2010-Benzin;ford;mondeo;2,0 AUT.;Large;BenzinLarge;524;0.00020362;418651.6613;395326.6801;2300;Benzin;149;142;13.812876;9.11925;0.832307692;10.82
2010;mazda-3-2010-Benzin;mazda;3;1.6 HATCHBACK;Small;BenzinSmall;503;0.00019546;262595.9271;189126.3382;1770;Benzin;77;120;11.538912;7.92;0.680503145;10.82
2010;renault-clio-2010-Diesel;renault;clio;1,5 DCI 85;Small;DieselSmall;490;0.000190408;167095.3912;146692.7988;1700;Diesel;63;77.77777778;10.48877478;6.9977;0.401287554;9.35
2010;volvo-v70-2010-Diesel;volvo;v70;D3 AUT.;Large;DieselLarge;469;0.000182248;514795.284;486014.8453;2310;Diesel;151;109;14.029092;9.1098;0.570121951;9.35
2010;audi-a3-2010-Benzin;audi;a3;1,6;Small;BenzinSmall;466;0.000181082;317473.7406;288192.654;1785;Benzin;92;124;10.49664;7.524940625;0.746206897;10.82
2010;audi-a5-2010-Benzin;audi;a5;2,0 TFSI;Large;BenzinLarge;452;0.000175642;562377.2776;512143.909;2285;Benzin;132;203.4444444;12.111765;8.663138889;1.03047619;10.82
2010;peugeot-207-2010-Benzin;peugeot;207;207 1,4I 95HK;Small;BenzinSmall;452;0.000175642;182200.4287;138496.278;1671;Benzin;72;91.32142857;10.9928;7.33928648;0.647904192;10.82
2010;toyota-verso-2010-Benzin;toyota;verso;1.6 MAN.6;Large;BenzinLarge;443;0.000172145;387125.4019;331916.8804;2125;Benzin;108;129.75;12.875112;7.9476;0.756643357;10.82
2010;peugeot-407-2010-Diesel;peugeot;407;2,0 HDI 140HK.4D.;Small;DieselSmall;430;0.000167093;316173.6334;240321.7024;2020;Diesel;80;110;12.308905;8.4889;0.458333333;9.35
2010;chevrolet-cruze-2010-Benzin;chevrolet;cruze;1.8 4D;Small;BenzinSmall;422;0.000163984;224214.3623;157832.9952;1793;Benzin;83;125;12.18632;8.234;0.736054422;10.82
2010;audi-q7-2010-Diesel;audi;q7;3,0 TDI AUT.;Large;DieselLarge;400;0.000155435;1113740.622;1004756.154;3190;Diesel;176;265;17.467164;10.0485;0.785714286;9.35
2010;honda-accord-2010-Benzin;honda;accord;2,0 ELEGANCE;Large;BenzinLarge;373;0.000144943;431939.9786;375649.239;1960;Benzin;115;159.5;12.506112;8.7124;0.813533835;10.82
2010;peugeot-partner-2010-Diesel;peugeot;partner;1,6 HDI 90HK.;Large;DieselLarge;364;0.000141446;230430.8682;179129.4938;2065;Diesel;80;103.3333333;12.841176;7.1208;0.522346369;9.35
2010;peugeot-206-2010-Benzin;peugeot;206;1,4 I 5D 75 HK;Small;BenzinSmall;358;0.000139115;139324.7588;108517.0239;1421;Benzin;44.1;71.11111111;9.371205;6.432347368;0.680503145;10.82
2010;mazda-3-2010-Diesel;mazda;3;1,6 DE HATCHBACK;Small;DieselSmall;352;0.000136783;262595.9271;189246.3382;1830;Diesel;80;130;11.849376;7.92;0.421171171;9.35
2010;toyota-verso-2010-Diesel;toyota;verso;2.0 D-4D DPF.MAN.6;Large;DieselLarge;341;0.000132509;387125.4019;334076.8804;2260;Diesel;93;135.5;12.875112;7.9476;0.522346369;9.35
2010;renault-scenic-2010-Benzin;renault;scenic;1,6 110;Large;BenzinLarge;340;0.00013212;252304.3944;223933.1163;1877;Benzin;96;115.7142857;13.16756;8.029;0.801481481;10.82
2010;nissan-note-2010-Benzin;nissan;note;1,4;Small;BenzinSmall;324;0.000125903;182199.3569;161187.5094;1546;Benzin;65;90.28571429;10.68756;6.8952;0.640236686;10.82
2010;audi-a6-2010-Benzin;audi;a6;2,8;Large;BenzinLarge;300;0.000116577;509174.7053;459095.3132;2220;Benzin;125;181.1111111;13.387908;9.165666667;0.813533835;10.82
2010;honda-civic-2010-Benzin;honda;civic;1,4 SPORT;Small;BenzinSmall;294;0.000114245;235156.4845;207182.0583;1750;Benzin;103;126.6666667;10.98285;7.5284;0.726174497;10.82
2010;kia-venga-2010-Diesel;kia;venga;1,6 DIESEL 115HK;Small;DieselSmall;286;0.000111136;192923.9014;161884.6819;1800;Diesel;85;82;11.52624;7.2039;0.401287554;9.35
2010;audi-a8-2010-Diesel;audi;a8;4,2 TDI QUATTRO AUT.;Large;DieselLarge;279;0.000108416;1839495.177;1644216.55;2670;Diesel;258;356.2857143;14.63358;10.05921429;0.73046875;9.35
2010;toyota-auris-2010-Diesel;toyota;auris;1.4 D-4D.DPF.5D.;Small;DieselSmall;278;0.000108028;254270.0965;219243.9193;1760;Diesel;66;100.5;11.289344;7.447;0.449519231;9.35
2010;mazda-5-2010-Benzin;mazda;5;2,0;Large;BenzinLarge;269;0.00010453;335466.2379;244419.4559;2125;Benzin;107;139.3333333;13.255792;7.9376;0.851968504;10.82
2010;peugeot-308-2010-Benzin;peugeot;308;1,6 120 HK 5-D;Large;BenzinLarge;252;9.79E-05;241143.6227;186359.7796;1940;Benzin;88;116.6086957;12.62475;8.119425709;0.813533835;10.82
2010;audi-s5-2010-Benzin;audi;s5;4.2 FSI 450 HK 2-DØRS QUATTRO S-TRONIC;Large;BenzinLarge;245;9.52E-05;1112673.098;998372.9142;2285;Benzin;245;338.25;11.84592;8.616375;1.020754717;10.82
2010;opel-zafira-2010-Diesel;opel;zafira;1,7 CDTI;Large;DieselLarge;233;9.05E-05;353687.0311;291245.5973;2235;Diesel;92;140;13.19544;8.0505;0.672661871;9.35
2010;seat-altea-2010-Diesel;seat;altea;1,6 TDI;Small;DieselSmall;221;8.59E-05;294640.9432;259438.4448;2025;Diesel;77;105;11.893692;7.5756;0.421171171;9.35
2010;fiat-qubo-2010-Diesel;fiat;qubo;1,3 JTD;Small;DieselSmall;221;8.59E-05;213816.7203;189993.4642;1710;Diesel;55;75;11.851488;6.8112;0.421171171;9.35
2010;mitsubishi-lancer-2010-Benzin;mitsubishi;lancer;1.6 INVITE 5D CLEART;Small;BenzinSmall;219;8.51E-05;217573.4191;180977.8168;1800;Benzin;103;128.5;12.279168;8.0784;0.618285714;10.82
2010;renault-megane-2010-Benzin;renault;megane;1,6 16V 110;Small;BenzinSmall;211;8.20E-05;241157.5563;212926.1817;1780;Benzin;81;162.2857143;11.92758726;8.114004938;0.746206897;10.82
2010;mazda-2-2010-Diesel;mazda;2;1.6 HATCHBACK DIESEL;Small;DieselSmall;200;7.77E-05;160763.1297;116493.3182;1540;Diesel;66;84.44444444;9.8124;6.63;0.392857143;9.35
2010;opel-meriva-2010-Diesel;opel;meriva;1,3 CDTI;Small;DieselSmall;195;7.58E-05;225615.2197;182954.4035;1965;Diesel;55;101.9230769;11.128988;7.616794675;0.458333333;9.35
2010;suzuki-swift-2010-Diesel;suzuki;swift;1,25 DIESEL;Small;DieselSmall;195;7.58E-05;150040.7288;124634.3775;1525;Diesel;55;87.17647059;9.5316;6.368072727;0.421171171;9.35
2010;nissan-micra-2010-Benzin;nissan;micra;1,2 5D. HP;Small;BenzinSmall;193;7.50E-05;183269.0247;162106.5787;1475;Benzin;59;65;9.509808;6.1752;0.640236686;10.82
2010;kia-venga-2010-Benzin;kia;venga;1,4;Small;BenzinSmall;193;7.50E-05;192923.9014;162044.6819;1710;Benzin;66;93.57142857;11.52624;7.2039;0.640236686;10.82
2010;volkswagen-touran-2010-Benzin;volkswagen;touran;1,4 TSI;Large;BenzinLarge;184;7.15E-05;396996.7846;356492.2952;2150;Benzin;103;130;13.12615402;7.873442857;0.640236686;10.82
2010;volkswagen-caravelle-2010-Diesel;volkswagen;caravelle;2,0 TDI AUT.;Large;DieselLarge;183;7.11E-05;679314.0407;620945.8446;3000;Diesel;75;140;19.80047;10.051;0.748;9.35
2010;seat-leon-2010-Diesel;seat;leon;1,6 TDI;Small;DieselSmall;179;6.96E-05;264630.2251;231852.9357;1820;Diesel;77;117;11.163744;7.6464;0.392857143;9.35
2010;suzuki-sx4-2010-Diesel;suzuki;sx4;1,9 DIESEL;Small;DieselSmall;176;6.84E-05;198274.3837;169841.808;1790;Diesel;88;111.4;11.06508;7.288149;0.588050314;9.35
2010;skoda-roomster-2010-Benzin;skoda;roomster;1,6 AUT.;Small;BenzinSmall;171;6.64E-05;201501.6077;184202.2868;1655;Benzin;77;87;11.387208;7.0672;0.672049689;10.82
2010;hyundai-i20-2010-Diesel;hyundai;i20;1,4 CRDI 75 EURO5;Small;DieselSmall;162;6.30E-05;139331.1897;108727.9445;1635;Diesel;66;79.33333333;10.038726;6.7374;0.392857143;9.35
2010;volvo-c70-2010-Diesel;volvo;c70;D3 AUT.;Large;DieselLarge;161;6.26E-05;648984.9946;613268.3153;2310;Diesel;165;140;11.66984;8.3356;0.636054422;9.35
2010;renault-twingo-2010-Benzin;renault;twingo;1,2 16V 75;Small;BenzinSmall;160;6.22E-05;141370.8467;121918.9605;1370;Benzin;56;75;8.901585;6.0555;0.520192308;10.82
2010;ford-fusion-2010-Benzin;ford;fusion;1,4;Small;BenzinSmall;156;6.06E-05;203544.4802;193171.5798;1600;Benzin;59;103;10.621688;6.8972;0.702597403;10.82
2010;renault-laguna-2010-Diesel;renault;laguna;2,0 DCI 16V 150 FAP;Small;DieselSmall;150;5.83E-05;357878.8853;314426.2458;2051;Diesel;81;123.3333333;12.51011667;8.627666667;0.505405405;9.35
2010;seat-leon-2010-Benzin;seat;leon;1,4 TSI;Small;BenzinSmall;144;5.60E-05;264630.2251;233532.9357;1819;Benzin;92;117;11.163744;7.6464;0.672049689;10.82
2010;volvo-v50-2010-Benzin;volvo;v50;1,6;Large;BenzinLarge;140;5.44E-05;347267.9528;329201.3413;1850;Benzin;74;109;11.680584;8.0004;0.767375887;10.82
2010;volvo-v70-2010-Benzin;volvo;v70;2,5 T AUT.;Large;BenzinLarge;132;5.13E-05;514795.284;491134.8453;2280;Benzin;170;109;14.029092;9.1098;1.050485437;10.82
2010;nissan-juke-2010-Benzin;nissan;juke;1,6 5D, PURE DRIVE;Small;BenzinSmall;129;5.01E-05;346182.2079;302083.2148;1645;Benzin;86;117;11.504646;7.3278;0.647904192;10.82
2010;volvo-c30-2010-Benzin;volvo;c30;1,6;Small;BenzinSmall;126;4.90E-05;282852.09;268323.251;1700;Benzin;74;104.1666667;10.944864;7.6006;0.756643357;10.82
2010;fiat-bravo-2010-Benzin;fiat;bravo;1,4;Small;BenzinSmall;122;4.74E-05;230428.7245;204146.6644;1770;Benzin;88;120;11.6529;7.7686;0.680503145;10.82
